aallaratta	aallar<Causativ<vi
Nuummiuuallaanngilasi	Nuuk+MIU-U+VALLAAR=NNGIT<Interrogativ<I
Nuummut	Nuuk<Terminalis
Nuummukalaartungali	Nuuk<Terminalis-KAR-LAAR<Participium<jeg+LI
Nuummukareerpa	Nuuk<Terminalis-KAR-RIIR<Interrogativ<han
Nuummukassammanuna	Nuuk<Terminalis-KAR-SSA<Causativ<han+UNA
Nuummukassaagulluunniit	Nuuk<Terminalis-KAR-SSA<Indikativ<vi+LUUNNIIT
Nuummununa	Nuuk<Terminalis+UNA
Nuukkut	Nuuk<Vialis
Nuukkulli	Nuuk<Vialis+LI
Nuukkullu	Nuuk<Vialis+LU
Nuukkulluunniit	Nuuk<Vialis+LUUNNIIT
Nuukkununa	Nuuk<Vialis+UNA
nuuffilittaalaartarlutik	nuup+FIK-LIK+TAAR-LAAR=TAR<Ledsagemåde<de_selv
nuufferujussuanni	nuup+FIK-RUJUK=SUAQ<ental<min<Lokalis
nuukkunnaarpunga	nuup+GUNNAAR<Indikativ<jeg
nuulluarnini	nuup+LUAR+NIQ<ental<sin<Absolut
nuulluinnarnini	nuup+LUINNAR+NIQ<ental<sin<Absolut
nuulluinnartorujussuata	nuup+LUINNAR+TUQ-RUJUK=SUAQ<ental<hans<Relativ
nuunnianngitsooriarferujoqassallutilli	nuup+NIAR=NNGIT+TUQ-U-RIAR+FIK-RUJUK-QAR-SSA<Ledsagemåde<de_selv+LI
nooqqaarfinnguinnarama	nuup-QQAAR+FIK-NNGUR-INNAR<Causativ<jeg
nooqqaarpunga	nuup-QQAAR<Indikativ<jeg
nooqqaarlutilluunniit	nuup-QQAAR<Ledsagemåde<de_selv+LUUNNIIT
nooqqaarnerpaaq	nuup-QQAAR+NIRPAAQ<ental<Absolut
nooqqaarnerpaakkununa	nuup-QQAAR+NIRPAAQv<ental<Vialis+UNA
nooqqaarnerpaanneeqquakkaluunniit	nuup-QQAAR+NIRPAAQv<flertal<min<Lokalis+IP-QQU<Indikativ<JegDem+LUUNNIIT
nooqqaartungali	nuup-QQAAR<Participium<jeg+LI
nooqqummanga	nuup-QQU<Causativ<HanMig
nooqqugakkuli	nuup-QQU<Causativ<JegHam+LI
nooqqutigit	nuup-QQU<Imperativ<ViDem
nooqqutigilli	nuup-QQU<Imperativ<ViDem+LI
nooqqutigilluunniit	nuup-QQU<Imperativ<ViDem+LUUNNIIT
nooqqutiginuna	nuup-QQU<Imperativ<ViDem+UNA
nooqquiuk	nuup-QQU<Interrogativ<DuHam
nooqqullugu	nuup-QQU<Ledsagemåde<ham
nooqqulara	nuup-QQU<Optativ<JegHam
nooqimmallu	nuup-QӘ<Causativ<han+LU
nooqigama	nuup-QӘ<Causativ<jeg
nooqaagulli	nuup-QӘ<Indikativ<vi+LI
nooqaat	nuup-QӘ<Interrogativ<du
nooqalutillu	nuup-QӘ<Ledsagemåde<de_selv+LU
nooqisooqqaarninili	nuup-QӘ+TUQ-U-QQAAR+NIQ<ental<sin<Absolut+LI
nooriarama	nuup-RIAR<Causativ<jeg
nooriarfeqalerneq	nuup-RIAR+FIK-QAR-LIR+NIQ<ental<Absolut
nooriarfeqariarnerillu	nuup-RIAR+FIK-QAR-RIAR+NIQ<flertal<Absolut+LU
nooriarfioriarfippassui	nuup-RIAR+FIK-U-RIAR+FIK+PASSUAQ<flertal<deres<Absolut
nooriarlutinguna	nuup-RIAR<Ledsagemåde<de_selv+UNA
nooriartoqavippit	nuup-RIAR+TUQ-QAR-VIP<Interrogativ<du
nooriartorujussuata	nuup-RIAR+TUQ-RUJUK=SUAQ<ental<deres<Relativ
nooreermat	nuup-RIIR<Causativ<han
nooreerfiit	nuup-RIIR+FIK<flertal<Relativ
nooreerfilissagaluarparaana	nuup-RIIR+FIK-LIR_nv-SSA=GALUAR<Indikativ<JegHam+UNA
nooreerferujussuanneeriarlutik	nuup-RIIR+FIK-RUJUK=SUAQ<ental<min<Lokalis+IP-RIAR<Ledsagemåde<de_selv
nooreerlutik	nuup-RIIR<Ledsagemåde<de_selv
nooreerlutillu	nuup-RIIR<Ledsagemåde<de_selv+LU
nooreernernili	nuup-RIIR+NIQ<flertal<Lokalis+LI
nooreernerpaannguinnartunga	nuup-RIIR+NIRPAAQ-NNGUR-INNAR<Participium<jeg
nooreernerpaanngoqqaarneralli	nuup-RIIR+NIRPAAQ-NNGUR-QQAAR+NIQ<ental<deres+LI
nooreertunngualerivallaarnerpaarsioqalutinguna	nuup-RIIR+TUQ-NNGUAQ-LIRI+VALLAAR+NIRPAAQ+SIUR-QӘ<Ledsagemåde<de_selv+UNA
nuussimasartulli	nuup+SIMA=TAR<Participium<de+LI
nuussinnaava	nuup+SINNAA<Interrogativ<han
oqaaseq	oqaaseq<ental<Absolut
oqaasiat	oqaaseq<ental<Absolut<deres
oqaatsitullu	oqaaseq<ental<Aequalis+LU
oqaatsitulluunniit	oqaaseq<ental<Aequalis+LUUNNIIT
oqaatsimeerniarnerluunniit	oqaaseq<ental<Instrumentalis-IR+NIAR+NIQ<ental<Absolut+LUUNNIIT
oqaatsimillu	oqaaseq<ental<Instrumentalis+LU
oqaatsimi	oqaaseq<ental<Lokalis
oqaatsimeereertulli	oqaaseq<ental<Lokalis+IP-RIIR<Participium<de+LI
oqaatsimili	oqaaseq<ental<Lokalis+LI
oqaasera	oqaaseq<ental<min<Absolut
oqaatsinni	oqaaseq<ental<min<Lokalis
oqaatsini	oqaaseq<ental<sin<Absolut
oqaatsiminilli	oqaaseq<ental<sin<Instrumentalis+LI
oqaatsiminillu	oqaaseq<ental<sin<Instrumentalis+LU
oqaatsimininguna	oqaaseq<ental<sin<Instrumentalis+UNA
oqaatsimut	oqaaseq<ental<Terminalis
oqaasii	oqaaseq<flertal<deres<Absolut
oqaasiili	oqaaseq<flertal<deres<Absolut+LI
oqaatsinut	oqaaseq<flertal<flertal<Terminalis
oqaatsinukaqquaa	oqaaseq<flertal<flertal<Terminalis-KAR-QQU<Indikativ<HanHam
oqaatsiniilaartartorli	oqaaseq<flertal<Instrumentalis-IR-LAAR=TAR<Participium<han+LI
oqaatsini	oqaaseq<flertal<Lokalis
oqaatsineeqqaarput	oqaaseq<flertal<Lokalis+IP-QQAAR<Indikativ<de
oqaatsineeqqaarnerluunniit	oqaaseq<flertal<Lokalis+IP-QQAAR+NIQ<ental<Absolut+LUUNNIIT
oqaatsineeriartorpassui	oqaaseq<flertal<Lokalis+IP-RIAR+TUQ+PASSUAQ<flertal<hans<Absolut
oqaatsinili	oqaaseq<flertal<Lokalis+LI
oqaatsiniluunniit	oqaaseq<flertal<Lokalis+LUUNNIIT
oqaatsinni	oqaaseq<flertal<min<Lokalis
oqaatsinneeqquaanga	oqaaseq<flertal<min<Lokalis+IP-QQU<Indikativ<HanMig
oqaatsinneereerpungalu	oqaaseq<flertal<min<Lokalis+IP-RIIR<Indikativ<jeg+LU
oqaatsima	oqaaseq<flertal<min<Relativ
oqaatsiminik	oqaaseq<flertal<sin<Instrumentalis
oqaasikoqaqqaarfiinnaqassagattali	oqaaseq-KU-QAR-QQAAR+FIK-INNAQ-QAR-SSA<Causativ<vi+LI
oqaasilissiussallutinguna	oqaaseq-LIK+SIUR-SSA<Ledsagemåde<de_selv+UNA
oqaasilerissavit	oqaaseq-LIRI-SSA<Interrogativ<du
oqaasilivimmanga	oqaaseq-LIR_nv-VIP<Causativ<HanMig
oqaaserujoqaqqaarmallu	oqaaseq-RUJUK-QAR-QQAAR<Causativ<han+LU
oqaasissanngussagaluarnera	oqaaseq-SSAQ-NNGUR-SSA=GALUAR+NIQ<ental<hans<Absolut
oqaasioriartooqqaarpit	oqaaseq-U-RIAR+TUQ-U-QQAAR<Interrogativ<du
oqaasilerinikka	oqaasilerineq<flertal<min<Absolut
oqaasilerineriniarlara	oqaasilerineq+GӘ+NIAR<Optativ<JegHam
oqaasilerinermioqartorluunniit	oqaasilerineq+MIU-QAR+TUQ<ental<Absolut+LUUNNIIT
oqaasilerininngoorusullutilli	oqaasilerineq-NNGUAQ-U+GUSUP<Ledsagemåde<de_selv+LI
oqaasilerininngooriarlutilli	oqaasilerineq-NNGUAQ-U-RIAR<Ledsagemåde<de_selv+LI
oqaasilerinerujussuattununa	oqaasilerineq-RUJUK=SUAQ<ental<deres<Aequalis+UNA
oqaluttuaq	oqaluttuaq<ental<Absolut
oqaluttuarli	oqaluttuaq<ental<Absolut+LI
oqaluttuariittununa	oqaluttuaq+GIIT<flertal<Aequalis+UNA
oqaluttuariinngoqaat	oqaluttuaq+GIIT-NNGUR-QӘ<Indikativ<de
oqaluttualereqisooriartoqassagaluarpugulli	oqaluttuaq-LIRI-QӘ+TUQ-U-RIAR+TUQ-QAR-SSA=GALUAR<Indikativ<vi+LI
oqaluttualereertigillu	oqaluttuaq-LIR_nv-RIIR<Imperativ<ViDem+LU
oqaluttuarmiulereriarnerinuna	oqaluttuaq+MIU-LIRI-RIAR+NIQ<flertal<Relativ+UNA
oqaluttuanngulaarmatali	oqaluttuaq-NNGUR-LAAR<Causativ<de+LI
oqaluttuanngoqqularaluunniit	oqaluttuaq-NNGUR-QQU<Optativ<JegHam+LUUNNIIT
oqaluttuanngoqisorujuga	oqaluttuaq-NNGUR-QӘ+TUQ-RUJUK<ental<min<Absolut
oqaluttuarujoqaqqutigit	oqaluttuaq-RUJUK-QAR-QQU<Imperativ<ViDem
oqaluttuarsiunngiffiuinnarnerilluunniit	oqaluttuaq+SIUR-NNGIT+FIK-U-INNAR+NIQ<flertal<Absolut+LUUNNIIT
oqaluttuarsioqqutigit	oqaluttuaq+SIUR-QQU<Imperativ<ViDem
oqaluttuassalilaarpakkaana	oqaluttuaq-SSAQ-LIR_nv-LAAR<Indikativ<JegDem+UNA
oqaluttuassaagalui	oqaluttuaq-SSAQ=U=GALUAQ<flertal<deres<Absolut
oqaluttuassaagaluili	oqaluttuaq-SSAQ=U=GALUAQ<flertal<hans<Absolut+LI
oqaluttuassaagaluanni	oqaluttuaq-SSAQ=U=GALUAQ<flertal<min<Lokalis
oqaluttuartaaqqaarpisi	oqaluttuaq+TAAR-QQAAR<Interrogativ<I
oqaluttuartaarpallaannginnernukalerpoq	oqaluttuaq+TAAR+VALLAAR=NNGIT+NIQ<flertal<Terminalis-KAR-LIR<Indikativ<han
oqaluttuaalerfikkunnilluunniit	oqaluttuaq-U-LIR+FIK-KKUT<flertal<Instrumentalis+LUUNNIIT
oqaluttuaannartussaagaluanneereerpa	oqaluttuar-INNAR+TUQ-SSAQ=U=GALUAQ<flertal<min<Lokalis+IP-RIIR<Interrogativ<han
oqaluttuarpa	oqaluttuar<Interrogativ<han
oqaluttualaartarama	oqaluttuar-LAAR=TAR<Causativ<jeg
oqaluttuarniarlutinguna	oqaluttuar+NIAR<Ledsagemåde<de_selv+UNA
oqaluttuarniartunga	oqaluttuar+NIAR<Participium<jeg
oqaluttuarnera	oqaluttuar+NIQ<ental<hans<Absolut
oqaluttuarnini	oqaluttuar+NIQ<ental<sin<Absolut
oqaluttuartoq	oqaluttuar<Participium<han
oqaluttuariarferujummut	oqaluttuar-RIAR+FIK-RUJUK<ental<Terminalis
oqaluttuarsimasarporlu	oqaluttuar+SIMA=TAR<Indikativ<han+LU
oqaluttuassasungalu	oqaluttuar-SSA<Participium<jeg+LU
oqaluttuartariaqarpa	oqaluttuar+TARIAQAR<Interrogativ<han
oqaluttuartorujorujussuunerpaaqaqqullunga	oqaluttuar+TUQ=RUJUK=RUJUK=SUAQ=U+NIRPAAQ-QAR-QQU<Ledsagemåde<mig
oqaluttuarpallaannginnamali	oqaluttuar+VALLAAR=NNGIT<Causativ<jeg+LI
oqaluttuarilluinnarpaangali	oqaluttuarә+LUINNAR<Indikativ<HanMig+LI
oqarama	oqar<Causativ<jeg
oqarfigerusullugu	oqarfigә+GUSUP<Ledsagemåde<ham
oqarfimmilluunniit	oqar+FIK<ental<Instrumentalis+LUUNNIIT
oqaraluarferujunguna	oqar+GALUAR+FIK-RUJUK<ental<Absolut+UNA
oqariartorferujussuata	oqar+GIARTUR+FIK-RUJUK=SUAQ<ental<deres<Relativ
oqariartorferujussuaminilli	oqar+GIARTUR+FIK-RUJUK=SUAQ<flertal<sin<Instrumentalis+LI
oqariartorlutik	oqar+GIARTUR<Ledsagemåde<de_selv
oqariartorninili	oqar+GIARTUR+NIQ<ental<sin<Absolut+LI
oqariartortoq	oqar+GIARTUR<Participium<han
oqarunnaartoqassagaluarmat	oqar+GUNNAAR+TUQ-QAR-SSA=GALUAR<Causativ<han
oqarunnaartooreeramalu	oqar+GUNNAAR+TUQ-U-RIIR<Causativ<jeg+LU
oqarpunga	oqar<Indikativ<jeg
oqarpugununa	oqar<Indikativ<vi+UNA
oqaannarfilissagaluarlugu	oqar-INNAR+FIK-LIR_nv-SSA=GALUAR<Ledsagemåde<ham
oqaannarpullu	oqar-INNAR<Indikativ<de+LU
oqaannarnini	oqar-INNAR+NIQ<ental<sin<Absolut
oqarpit	oqar<Interrogativ<du
oqarpa	oqar<Interrogativ<han
oqalaarnerpaata	oqar-LAAR+NIRPAAQ<ental<deres<Relativ
oqalaartunga	oqar-LAAR<Participium<jeg
oqalaartarpit	oqar-LAAR=TAR<Interrogativ<du
oqarlutillu	oqar<Ledsagemåde<de_selv+LU
oqalermanuna	oqar-LIR<Causativ<han+UNA
oqalerfilimmali	oqar-LIR+FIK-LIK<ental<min<Relativ+LI
oqalerfippassui	oqar-LIR+FIK+PASSUAQ<flertal<deres<Absolut
oqalerpulli	oqar-LIR<Indikativ<de+LI
oqalerniniluunniit	oqar-LIR+NIQ<ental<sin<Absolut+LUUNNIIT
oqarluarmata	oqar+LUAR<Causativ<de
oqarluartooqquiuk	oqar+LUAR+TUQ-U-QQU<Interrogativ<DuHam
oqarluinnarmatali	oqar+LUINNAR<Causativ<de+LI
oqarluinnartunngualu	oqar+LUINNAR+TUQ-NNGUAQ<ental<hans<Absolut+LU
oqarnerpaaneeqqaarpugut	oqar+NIRPAAQ<flertal<Lokalis+IP-QQAAR<Indikativ<vi
oqarneruffinngoorusuppugullu	oqar+NIRU+FIK-NNGUAQ-U+GUSUP<Indikativ<vi+LU
oqarnerua	oqar+NIRU<Interrogativ<han
oqarneruneq	oqar+NIRU+NIQ<ental<Absolut
oqarnerunini	oqar+NIRU+NIQ<ental<sin<Absolut
oqannginnatta	oqar-NNGIT<Causativ<vi
oqanngilagulluunniit	oqar-NNGIT<Indikativ<vi+LUUNNIIT
oqanngilatit	oqar-NNGIT<Interrogativ<du
oqannginnini	oqar-NNGIT+NIQ<ental<sin<Absolut
oqanngitsukunnguinnarpa	oqar-NNGIT+TUQ-KU-NNGUR-INNAR<Interrogativ<han
oqartorli	oqar<Participium<han+LI
oqartungali	oqar<Participium<jeg+LI
oqartungalu	oqar<Participium<jeg+LU
oqaqqaarlutilli	oqar-QQAAR<Ledsagemåde<de_selv+LI
oqaqqaarneq	oqar-QQAAR+NIQ<ental<Absolut
oqaqqaartoruna	oqar-QQAAR<Participium<han+UNA
oqaqqummangali	oqar-QQU<Causativ<HanMig+LI
oqaqqugakkuli	oqar-QQU<Causativ<JegHam+LI
oqaqqugakkulu	oqar-QQU<Causativ<JegHam+LU
oqaqqutigit	oqar-QQU<Imperativ<ViDem
oqaqquaali	oqar-QQU<Indikativ<HanDem+LI
oqaqaagullu	oqar-QӘ<Indikativ<vi+LU
oqareerlutilli	oqar-RIIR<Ledsagemåde<de_selv+LI
oqareertunnguittumeeqqullunga	oqar-RIIR+TUQ-NNGUR-VIP+TUQ<ental<Lokalis+IP-QQU<Ledsagemåde<mig
oqarsimaffippassuakka	oqar+SIMA+FIK+PASSUAQ<flertal<min<Absolut
oqarsimasarpisi	oqar+SIMA=TAR<Interrogativ<I
oqarsimasulinniluunniit	oqar+SIMA+TUQ-LIK<flertal<Lokalis+LUUNNIIT
oqassammalluunniit	oqar-SSA<Causativ<han+LUUNNIIT
oqassagaluarpa	oqar-SSA=GALUAR<Interrogativ<han
oqassagaluarlutik	oqar-SSA=GALUAR<Ledsagemåde<de_selv
oqassavit	oqar-SSA<Interrogativ<du
oqassallutik	oqar-SSA<Ledsagemåde<de_selv
oqassasungali	oqar-SSA<Participium<jeg+LI
oqartaraluarnerpaaqartorujussuuneq	oqar+TAR=GALUAR+NIRPAAQ-QAR+TUQ=RUJUK=SUAQ=U+NIQ<ental<Absolut
oqartariaqarpa	oqar+TARIAQAR<Interrogativ<han
oqartartukuusimasarpunga	oqar+TAR+TUQ-KU-U+SIMA=TAR<Indikativ<jeg
oqartartoqaqqugakkulu	oqar+TAR+TUQ-QAR-QQU<Causativ<JegHam+LU
oqartimmanga	oqar+TIP<Causativ<HanMig
oqartillara	oqar+TIP<Optativ<JegHam
oqartorujorujussuugatta	oqar+TUQ=RUJUK=RUJUK=SUAQ=U<Causativ<vi
oqartorujorujussuuffileqqaarlugilli	oqar+TUQ=RUJUK=RUJUK=SUAQ=U+FIK-LIR_nv-QQAAR<Ledsagemåde<dem+LI
oqartorujorujussuullutinguna	oqar+TUQ=RUJUK=RUJUK=SUAQ=U<Ledsagemåde<de_selv+UNA
oqartorujussuummat	oqar+TUQ=RUJUK=SUAQ=U<Causativ<han
oqartorujussuunerpaaneerpallaarattaluunniit	oqar+TUQ=RUJUK=SUAQ=U+NIRPAAQ<flertal<Instrumentalis-IR+VALLAAR<Causativ<vi+LUUNNIIT
oqartussaasunga	oqar+TUQ=SSAQ=U<Participium<jeg
oqarpallaanngimmalluunniit	oqar+VALLAAR=NNGIT<Causativ<han+LUUNNIIT
oqarpallaanngilatit	oqar+VALLAAR=NNGIT<Interrogativ<du
oqarpallaannginatilli	oqar+VALLAAR=NNGIT<Ledsagemåde<de_selv+LI
oqarpallaannginnerilli	oqar+VALLAAR=NNGIT+NIQ<flertal<Relativ+LI
oqavikkama	oqar-VIP<Causativ<jeg
oqavippulluunniit	oqar-VIP<Indikativ<de+LUUNNIIT
oqavippisi	oqar-VIP<Interrogativ<I
oqavittuata	oqar-VIP+TUQ<ental<deres<Relativ
Paamiut	Paamiut<Absolut
Paamiulli	Paamiut<Absolut+LI
Paamiullu	Paamiut<Absolut+LU
Paamiununa	Paamiut<Absolut+UNA
Paamiunik	Paamiut<Instrumentalis
Paamiunilli	Paamiut<Instrumentalis+LI
Paamiunilluunniit	Paamiut<Instrumentalis+LUUNNIIT
Paamiuninguna	Paamiut<Instrumentalis+UNA
Paamiuni	Paamiut<Lokalis
Paamiuneeqqaarpisi	Paamiut<Lokalis+IP-QQAAR<Interrogativ<I
Paamiuneeqqaartoq	Paamiut<Lokalis+IP-QQAAR+TUQ<ental<Absolut
Paamiuneeqqummanga	Paamiut<Lokalis+IP-QQU<Causativ<HanMig
Paamiuneeqquarali	Paamiut<Lokalis+IP-QQU<Indikativ<JegHam+LI
Paamiuneereermallu	Paamiut<Lokalis+IP-RIIR<Causativ<han+LU
Paamiuneereertoqarpoq	Paamiut<Lokalis+IP-RIIR+TUQ-QAR<Indikativ<han
Paamiuniissasunga	Paamiut<Lokalis+IP-SSA<Participium<jeg
Paamiormiu	Paamiut+MIU<ental<Absolut
Paamiormiumi	Paamiut+MIU<ental<Lokalis
Paamiormiumiimmanuna	Paamiut+MIU<ental<Lokalis+IP<Causativ<han+UNA
Paamiormiumeeqqaartunga	Paamiut+MIU<ental<Lokalis+IP-QQAAR<Participium<jeg
Paamiormiunik	Paamiut+MIU<flertal<Instrumentalis
Paamiormiunilli	Paamiut+MIU<flertal<Instrumentalis+LI
Paamiormiuni	Paamiut+MIU<flertal<Lokalis
Paamiormiuneeqquaajuna	Paamiut+MIU<flertal<Lokalis+IP-QQU<Indikativ<HanHam+UNA
Paamiormiuneeriarfilereqqaarlutik	Paamiut+MIU<flertal<Lokalis+IP-RIAR+FIK-LIRI-QQAAR<Ledsagemåde<de_selv
Paamiormiuneereerpugulli	Paamiut+MIU<flertal<Lokalis+IP-RIIR<Indikativ<vi+LI
Paamiormiunilu	Paamiut+MIU<flertal<Lokalis+LU
Paamiormiulererusullutik	Paamiut+MIU-LIRI+GUSUP<Ledsagemåde<de_selv
Paamiormiulerinernerpaarsioreertorlu	Paamiut+MIU-LIRI+NIR+NIRPAAQ+SIUR-RIIR<Participium<han+LU
Paamiormiulerereerpit	Paamiut+MIU-LIRI-RIIR<Interrogativ<du
Paamiormiulerereernerilli	Paamiut+MIU-LIRI-RIIR+NIQ<flertal<Absolut+LI
Paamiormiulerereertulinngoreerattali	Paamiut+MIU-LIRI-RIIR+TUQ-LIK-NNGUR-RIIR<Causativ<vi+LI
Paamiormiulerivallaarpit	Paamiut+MIU-LIRI+VALLAAR<Interrogativ<du
Paamiormiunngulaarferujussuali	Paamiut+MIU-NNGUR-LAAR+FIK-RUJUK=SUAQ<ental<hans<Absolut+LI
Paamiormiunngoqqulara	Paamiut+MIU-NNGUR-QQU<Optativ<JegHam
Paamiormiunngoqqularaluunniit	Paamiut+MIU-NNGUR-QQU<Optativ<JegHam+LUUNNIIT
Paamiormiunngoqaanga	Paamiut+MIU-NNGUR-QӘ<Indikativ<jeg
Paamiormioqarporli	Paamiut+MIU-QAR<Indikativ<han+LI
Paamiormioqarporlu	Paamiut+MIU-QAR<Indikativ<han+LU
Paamiormioqarporuna	Paamiut+MIU-QAR<Indikativ<han+UNA
Paamiormioqarpa	Paamiut+MIU-QAR<Interrogativ<han
Paamiormioqarneq	Paamiut+MIU-QAR+NIQ<ental<Absolut
Paamiormioqarnerli	Paamiut+MIU-QAR+NIQ<ental<Absolut+LI
Paamiormioqarnerluunniit	Paamiut+MIU-QAR+NIQ<ental<Absolut+LUUNNIIT
Paamiormioqartoq	Paamiut+MIU-QAR+TUQ<ental<Absolut
Paamiormioqartorlu	Paamiut+MIU-QAR+TUQ<ental<Absolut+LU
Paamiormioqartorluunniit	Paamiut+MIU-QAR+TUQ<ental<Absolut+LUUNNIIT
Paamiormiuuffissaagaluata	Paamiut+MIU-U+FIK-SSAQ=U=GALUAQ<ental<hans<Relativ
Paamiormiuuinnartoq	Paamiut+MIU-U-INNAR+TUQ<ental<Absolut
Paamiormiuulaartarfippassuaminik	Paamiut+MIU-U-LAAR=TAR+FIK+PASSUAQ<flertal<sin<Instrumentalis
Paamiormiuullutik	Paamiut+MIU-U<Ledsagemåde<de_selv
Paamiormiuulluaratta	Paamiut+MIU-U+LUAR<Causativ<vi
Paamiormiuunikuuffikkut	Paamiut+MIU-U+NIKUU+FIK<ental<Vialis
Paamiormiuunikuusoq	Paamiut+MIU-U+NIKUU+TUQ<ental<Absolut
Paamiormiuuneraana	Paamiut+MIU-U+NIQ<ental<hans<Absolut+UNA
Paamiormiooqquaalli	Paamiut+MIU-U-QQU<Indikativ<DeHam+LI
Paamiormiooqquaanuna	Paamiut+MIU-U-QQU<Indikativ<DeHam+UNA
Paamiormiooriaratta	Paamiut+MIU-U-RIAR<Causativ<vi
Paamiormiooriartooriarferujooqalutinguna	Paamiut+MIU-U-RIAR+TUQ-U-RIAR+FIK-RUJUK-U-QӘ<Ledsagemåde<de_selv+UNA
Paamiormiooreerpoq	Paamiut+MIU-U-RIIR<Indikativ<han
Paamiormiooreernerilluunniit	Paamiut+MIU-U-RIIR+NIQ<flertal<Relativ+LUUNNIIT
Paamiormiooreernerpaatulli	Paamiut+MIU-U-RIIR+NIRPAAQv<ental<Aequalis+LI
Paamiormiooreertukkui	Paamiut+MIU-U-RIIR+TUQ-KKUT<flertal<hans<Absolut
Paamiormiuussasungali	Paamiut+MIU-U-SSA<Participium<jeg+LI
Paamiormiuutikkakkuli	Paamiut+MIU-U+TIP<Causativ<JegHam+LI
Paamiormiuusussaasooqisuleqqaarmanga	Paamiut+MIU-U+TUQ=SSAQ=U+TUQ-U-QӘ+TUQ-LIR_nv-QQAAR<Causativ<HanMig
Paamiunut	Paamiut<Terminalis
Paamiunukaqqaartorli	Paamiut<Terminalis-KAR-QQAAR+TUQ<ental<Absolut+LI
Paamiunukariarniniuna	Paamiut<Terminalis-KAR-RIAR+NIQ<ental<sin<Absolut+UNA
Paamiunukassagaluarlutik	Paamiut<Terminalis-KAR-SSA=GALUAR<Ledsagemåde<de_selv
Paamiunukassagaluartoqanngilarli	Paamiut<Terminalis-KAR-SSA=GALUAR+TUQ-QAR-NNGIT<Indikativ<han+LI
Paamiunukavikkama	Paamiut<Terminalis-KAR-VIP<Causativ<jeg
Paamiunullu	Paamiut<Terminalis+LU
Paamiunulluunniit	Paamiut<Terminalis+LUUNNIIT
Paamiunununa	Paamiut<Terminalis+UNA
paariinnarmanga	paarә-INNAR<Causativ<HanMig
paarilluarpat	paarә+LUAR<Indikativ<DuHam
paarinerullugu	paarә+NIRU<Ledsagemåde<ham
paareqqaarpaajuna	paarә-QQAAR<Indikativ<HanHam+UNA
paarisimavassi	paarә+SIMA<Indikativ<JegJer
paarivipparpulli	paarә-VIP<Indikativ<ViHam+LI
paasitigilli	paasi<Imperativ<ViDem+LI
paasivatilli	paasi<Indikativ<DuDem+LI
paaseriarmanga	paasi-RIAR<Causativ<HanMig
paasereertiginuna	paasi-RIIR<Imperativ<ViDem+UNA
paasissagaluarakku	paasi-SSA=GALUAR<Causativ<JegHam
paasissavassilu	paasi-SSA<Indikativ<JegJer+LU
paninguna	panik<ental<Absolut+UNA
panittut	panik<ental<Aequalis
paniga	panik<ental<min<Absolut
panigiinngulaarpununa	panik+GIIT-NNGUR-LAAR<Indikativ<de+UNA
panigilaarluguli	panik+GӘ-LAAR<Ledsagemåde<ham+LI
panimmiooriarnerni	panik+MIU-U-RIAR+NIQ<flertal<Lokalis
panippassuakkali	panik+PASSUAQ<flertal<min<Absolut+LI
panippassuarnulluunniit	panik+PASSUAQ<flertal<Terminalis+LUUNNIIT
paneqalaarnini	panik-QAR-LAAR+NIQ<ental<sin<Absolut
paneqannginnera	panik-QAR-NNGIT+NIQ<ental<min<Absolut
paneqaqqaarpugununa	panik-QAR-QQAAR<Indikativ<vi+UNA
paneqariartunngunngitsungali	panik-QAR-RIAR+TUQ-NNGUR-NNGIT<Participium<jeg+LI
panerujugigaluartigillu	panik-RUJUK+GӘ+GALUAR<Imperativ<ViDem+LU
panerujulilaarpagullu	panik-RUJUK-LIR_nv-LAAR<Indikativ<ViDem+LU
panerujunngoqqaarpit	panik-RUJUK-NNGUR-QQAAR<Interrogativ<du
panissioreerfissaasinnaasulluunniit	panik+SIUR-RIIR+FIK-SSAQ-U+SINNAA<Participium<de+LUUNNIIT
panissaagaluilu	panik-SSAQ=U=GALUAQ<flertal<hans<Absolut+LU
pavani	pavani<Partikel
pavanili	pavani<Partikel+LI
pavaniluunniit	pavani<Partikel+LUUNNIIT
pavaniuna	pavani<Partikel+UNA
pigakku	pi<Causativ<JegHam
pigaluarlunga	pi+GALUAR<Ledsagemåde<mig
piartormanga	pi+GIARTUR<Causativ<HanMig
piartorpakkali	pi+GIARTUR<Indikativ<JegDem+LI
piunnaarpaallu	pi+GUNNAAR<Indikativ<DeHam+LU
perusummangali	pi+GUSUP<Causativ<HanMig+LI
perusummangalu	pi+GUSUP<Causativ<HanMig+LU
perusukkakku	pi+GUSUP<Causativ<JegHam
perusutsigilluunniit	pi+GUSUP<Imperativ<ViDem+LUUNNIIT
perusuppaannga	pi+GUSUP<Indikativ<DeMig
perusullara	pi+GUSUP<Optativ<JegHam
perusullarali	pi+GUSUP<Optativ<JegHam+LI
pivaalli	pi<Indikativ<DeHam+LI
pivaanngali	pi<Indikativ<DeMig+LI
pivaanngalu	pi<Indikativ<DeMig+LU
piinnarpaat	pi-INNAR<Indikativ<DeHam
piinnarpaa	pi-INNAR<Indikativ<HanHam
piinnarlarali	pi-INNAR<Optativ<JegHam+LI
pilaarlarali	pi-LAAR<Optativ<JegHam+LI
