aamma	aamma<Partikel
kunngerpassuarniippugut	kunngi+PASSUAQ<flertal<Lokalis+IP<Indikativ<vi
kunngerpassuarniilaarpit	kunngi+PASSUAQ<flertal<Lokalis+IP-LAAR<Interrogativ<du
kunngerpassuarniuna	kunngi+PASSUAQ<flertal<Lokalis+UNA
kunngerpassuarnullu	kunngi+PASSUAQ<flertal<Terminalis+LU
kunngeqarpungali	kunngi-QAR<Indikativ<jeg+LI
kunngeqalaarlutik	kunngi-QAR-LAAR<Ledsagemåde<de_selv
kunngeqalaartoruna	kunngi-QAR-LAAR<Participium<han+UNA
kunngeqalaartungali	kunngi-QAR-LAAR<Participium<jeg+LI
kunngeqalaartartununa	kunngi-QAR-LAAR=TAR<Participium<de+UNA
kunngeqarniarnatillu	kunngi-QAR+NIAR=NNGIT<Ledsagemåde<de_selv+LU
kunngeqanngilaq	kunngi-QAR-NNGIT<Indikativ<han
kunngeqanngilatit	kunngi-QAR-NNGIT<Interrogativ<du
kunngeqannginnerniuna	kunngi-QAR-NNGIT+NIQ<flertal<Lokalis+UNA
kunngeqarsinnaaneq	kunngi-QAR+SINNAA+NIQ<ental<Absolut
kunngeqassagaluarlutinguna	kunngi-QAR-SSA=GALUAR<Ledsagemåde<de_selv+UNA
kunngeqassagaluartunga	kunngi-QAR-SSA=GALUAR<Participium<jeg
kunngeqassaanga	kunngi-QAR-SSA<Indikativ<jeg
kunngeqassasulli	kunngi-QAR-SSA<Participium<de+LI
kunngeqassasullu	kunngi-QAR-SSA<Participium<de+LU
kunngeqartarpununa	kunngi-QAR+TAR<Indikativ<de+UNA
kunngiulaarpoq	kunngi-U-LAAR<Indikativ<han
kunngiusaraluarnernununa	kunngi-U+TAR=GALUAR+NIQ<flertal<Terminalis+UNA
makku	makku<Pronomen<flertal
makkuli	makku<Pronomen<flertal+LI
makkulu	makku<Pronomen<flertal+LU
makkuuna	makku<Pronomen<flertal+UNA
Maniitsoq	Maniitsoq<Absolut
Maniitsorli	Maniitsoq<Absolut+LI
Maniitsorlu	Maniitsoq<Absolut+LU
Maniitsoruna	Maniitsoq<Absolut+UNA
Maniitsumik	Maniitsoq<Instrumentalis
Maniitsumilli	Maniitsoq<Instrumentalis+LI
Maniitsumillu	Maniitsoq<Instrumentalis+LU
Maniitsuminguna	Maniitsoq<Instrumentalis+UNA
Maniitsumi	Maniitsoq<Lokalis
Maniitsumili	Maniitsoq<Lokalis+LI
Maniitsumilu	Maniitsoq<Lokalis+LU
Maniitsumiuna	Maniitsoq<Lokalis+UNA
Maniitsormiu	Maniitsoq+MIU<ental<Absolut
Maniitsormiulu	Maniitsoq+MIU<ental<Absolut+LU
Maniitsormiumut	Maniitsoq+MIU<ental<Terminalis
Maniitsormiumulli	Maniitsoq+MIU<ental<Terminalis+LI
Maniitsormiunik	Maniitsoq+MIU<flertal<Instrumentalis
Maniitsormiunillu	Maniitsoq+MIU<flertal<Instrumentalis+LU
Maniitsormiuninguna	Maniitsoq+MIU<flertal<Instrumentalis+UNA
Maniitsormiuni	Maniitsoq+MIU<flertal<Lokalis
Maniitsormiunilu	Maniitsoq+MIU<flertal<Lokalis+LU
Maniitsormiulerigaluarnerinuna	Maniitsoq+MIU-LIRI+GALUAR+NIQ<flertal<Relativ+UNA
Maniitsormiulerisarlutik	Maniitsoq+MIU-LIRI+TAR<Ledsagemåde<de_selv
Maniitsormiunngorpit	Maniitsoq+MIU-NNGUR<Interrogativ<du
Maniitsormiunngulaarpit	Maniitsoq+MIU-NNGUR-LAAR<Interrogativ<du
Maniitsormiunngulaartunga	Maniitsoq+MIU-NNGUR-LAAR<Participium<jeg
Maniitsormiunngornianngilatit	Maniitsoq+MIU-NNGUR+NIAR=NNGIT<Interrogativ<du
Maniitsormiunngornerillu	Maniitsoq+MIU-NNGUR+NIQ<flertal<Absolut+LU
Maniitsormiunngunngilatit	Maniitsoq+MIU-NNGUR-NNGIT<Interrogativ<du
Maniitsormiunngortut	Maniitsoq+MIU-NNGUR<Participium<de
Maniitsormiunngortununa	Maniitsoq+MIU-NNGUR<Participium<de+UNA
Maniitsormiunngortoruna	Maniitsoq+MIU-NNGUR<Participium<han+UNA
Maniitsormioqarpoq	Maniitsoq+MIU-QAR<Indikativ<han
Maniitsormioqarporli	Maniitsoq+MIU-QAR<Indikativ<han+LI
Maniitsormioqarporlu	Maniitsoq+MIU-QAR<Indikativ<han+LU
Maniitsormioqarporuna	Maniitsoq+MIU-QAR<Indikativ<han+UNA
Maniitsormioqarneq	Maniitsoq+MIU-QAR+NIQ
Maniitsormioqarnerli	Maniitsoq+MIU-QAR+NIQ+LI
Maniitsormioqarneruna	Maniitsoq+MIU-QAR+NIQ+UNA
Maniitsormioqartoq	Maniitsoq+MIU-QAR<Participium<han
Maniitsormioqartorli	Maniitsoq+MIU-QAR<Participium<han+LI
Maniitsormioqartorlu	Maniitsoq+MIU-QAR<Participium<han+LU
Maniitsormioqartoruna	Maniitsoq+MIU-QAR<Participium<han+UNA
Maniitsormiuulaartarpit	Maniitsoq+MIU-U-LAAR=TAR<Interrogativ<du
Maniitsormiuulaartarnerili	Maniitsoq+MIU-U-LAAR=TAR+NIQ<flertal<hans<Absolut+LI
Maniitsormiuulaartartoq	Maniitsoq+MIU-U-LAAR=TAR<Participium<han
Maniitsormiuuniarporuna	Maniitsoq+MIU-U+NIAR<Indikativ<han+UNA
Maniitsormiuusorli	Maniitsoq+MIU-U<Participium<han+LI
Maniitsormiuusinnaallutillu	Maniitsoq+MIU-U+SINNAA<Ledsagemåde<de_selv+LU
Maniitsormiuusaraluartunga	Maniitsoq+MIU-U+TAR=GALUAR<Participium<jeg
Maniitsormiuusarpunga	Maniitsoq+MIU-U+TAR<Indikativ<jeg
Maniitsormiuusarlutik	Maniitsoq+MIU-U+TAR<Ledsagemåde<de_selv
Maniitsumut	Maniitsoq<Terminalis
Maniitsumulli	Maniitsoq<Terminalis+LI
Maniitsumullu	Maniitsoq<Terminalis+LU
Maniitsumununa	Maniitsoq<Terminalis+UNA
manna	manna<Pronomen<ental
mannali	manna<Pronomen<ental+LI
mannalu	manna<Pronomen<ental+LU
mannaana	manna<Pronomen<ental+UNA
marluinnaanuna	marluk-INNAQ<flertal<Relativ+UNA
marluinnalerineq	marluk-INNAQ-LIRI+NIQ<ental<Absolut
marlulittullu	marluk-LIK<ental<Aequalis+LU
marlulia	marluk-LIK<ental<hans<Absolut
marluliilli	marluk-LIK<flertal<Absolut+LI
marlulileriniarnera	marluk-LIK-LIRI+NIAR+NIQ<ental<hans<Absolut
marlulilerisimasarnerinuna	marluk-LIK-LIRI+SIMA=TAR+NIQ<flertal<Relativ+UNA
marluleqalaartullu	marluk-LIK-QAR-LAAR<Participium<de+LU
marluleqanngilaq	marluk-LIK-QAR-NNGIT<Indikativ<han
marluleqassagaluarlutinguna	marluk-LIK-QAR-SSA=GALUAR<Ledsagemåde<de_selv+UNA
marlunngulaartartungaana	marluk-NNGUR-LAAR=TAR<Participium<jeg+UNA
marlunngorniarnerni	marluk-NNGUR+NIAR+NIQ<flertal<Lokalis
marlulli	marluk<Talord<Absolut>Pl+LI
marlullu	marluk<Talord<Absolut>Pl+LU
marlunguna	marluk<Talord<Absolut>Pl+UNA
marluniissinnaavit	marluk<Talord<Lokalis+IP+SINNAA<Interrogativ<du
marlunilu	marluk<Talord<Lokalis+LU
massakkut	massakkut<Partikel
massakkulli	massakkut<Partikel+LI
massakkullu	massakkut<Partikel+LU
massakkununa	massakkut<Partikel+UNA
meeraq	meeraq<ental<Absolut
meeraruna	meeraq<ental<Absolut+UNA
meeqqatut	meeraq<ental<Aequalis
meeqqatulli	meeraq<ental<Aequalis+LI
meeqqatullu	meeraq<ental<Aequalis+LU
meeqqatununa	meeraq<ental<Aequalis+UNA
meeraat	meeraq<ental<deres
meeraalli	meeraq<ental<deres+LI
meeqqamut	meeraq<ental<Terminalis
meeqqamulli	meeraq<ental<Terminalis+LI
meeqqamununa	meeraq<ental<Terminalis+UNA
meeraa	meeraq<flertal<hans<Absolut
meeraauna	meeraq<flertal<hans<Absolut+UNA
meeqqanik	meeraq<flertal<Instrumentalis
meeqqanilli	meeraq<flertal<Instrumentalis+LI
meeqqanillu	meeraq<flertal<Instrumentalis+LU
meeqqaninguna	meeraq<flertal<Instrumentalis+UNA
meeqqani	meeraq<flertal<Lokalis
meeqqaniikkaluarneq	meeraq<flertal<Lokalis+IP+GALUAR+NIQ<ental<Absolut
meeqqaniippugulli	meeraq<flertal<Lokalis+IP<Indikativ<vi+LI
meeqqaniillutilli	meeraq<flertal<Lokalis+IP<Ledsagemåde<de_selv+LI
meeqqaniittunga	meeraq<flertal<Lokalis+IP<Participium<jeg
meeqqaniissimaneri	meeraq<flertal<Lokalis+IP+SIMA+NIQ<flertal<hans<Absolut
meeqqaniissimanernik	meeraq<flertal<Lokalis+IP+SIMA+NIQ<flertal<Instrumentalis
meeqqanilu	meeraq<flertal<Lokalis+LU
meeqqaniuna	meeraq<flertal<Lokalis+UNA
meeqqanut	meeraq<flertal<Terminalis
meeqqanulli	meeraq<flertal<Terminalis+LI
meeqqanununa	meeraq<flertal<Terminalis+UNA
meerarigaluarpaannga	meeraq+GӘ+GALUAR<Indikativ<DeMig
meerarigaluarpakka	meeraq+GӘ+GALUAR<Indikativ<JegDem
meeraannaleriniarpununa	meeraq-INNAQ-LIRI+NIAR<Indikativ<de+UNA
meeraannalerisimanermulli	meeraq-INNAQ-LIRI+SIMA+NIQ<ental<Terminalis+LI
meeraannaagaluarporuna	meeraq-INNAQ-U+GALUAR<Indikativ<han+UNA
meerallinuna	meeraq-LIK<flertal<Absolut+UNA
meerallinuna	meeraq-LIK<flertal<Relativ+UNA
meeralinngorniartunga	meeraq-LIK-NNGUR+NIAR<Participium<jeg
meeralerigaluartunga	meeraq-LIRI+GALUAR<Participium<jeg
meeralerinatilli	meeraq-LIRI-NNGIT<Ledsagemåde<de_selv+LI
meerarmiunngussagaluarpununa	meeraq+MIU-NNGUR-SSA=GALUAR<Indikativ<de+UNA
meerarmiunngortaraluartungaana	meeraq+MIU-NNGUR+TAR=GALUAR<Participium<jeg+UNA
meerarmioqarporli	meeraq+MIU-QAR<Indikativ<han+LI
meerarmiuugaluarneralli	meeraq+MIU-U+GALUAR+NIQ<ental<deres+LI
meerarmiuulaartarpunga	meeraq+MIU-U-LAAR=TAR<Indikativ<jeg
meerarmiuussaagullu	meeraq+MIU-U-SSA<Indikativ<vi+LU
meeranngulaarpoq	meeraq-NNGUR-LAAR<Indikativ<han
meeranngornatik	meeraq-NNGUR-NNGIT<Ledsagemåde<de_selv
meeranngorsimavugut	meeraq-NNGUR+SIMA<Indikativ<vi
meeranngorsinnaasunga	meeraq-NNGUR+SINNAA<Participium<jeg
meeranngussavit	meeraq-NNGUR-SSA<Interrogativ<du
meerarpassuili	meeraq+PASSUAQ<flertal<hans<Absolut+LI
najatununa	naja<ental<Aequalis+UNA
najanilli	naja<flertal<Instrumentalis+LI
najani	naja<flertal<Lokalis
najaginiarpaana	naja+GӘ+NIAR<Indikativ<HanHam+UNA
najaginianngiliuk	naja+GӘ+NIAR=NNGIT<Interrogativ<DuHam
najaannaalu	naja-INNAQ<ental<hans<Absolut+LU
najaannaali	naja-INNAQ<flertal<hans<Absolut+LI
najallillu	naja-LIK<flertal<Relativ+LU
najamioqarneq	naja+MIU-QAR+NIQ
najamioqarneruna	naja+MIU-QAR+NIQ+UNA
najamioqartoruna	naja+MIU-QAR<Participium<han+UNA
najamiuunatilli	naja+MIU-U-NNGIT<Ledsagemåde<de_selv+LI
najarpassui	naja+PASSUAQ<flertal<hans<Absolut
najarpassuarni	naja+PASSUAQ<flertal<Lokalis
najaqalaarneranuna	naja-QAR-LAAR+NIQ<ental<deres+UNA
najaqassaarli	naja-QAR-SSA<Indikativ<han+LI
najugaqalaartarlutinguna	najugaqar-LAAR=TAR<Ledsagemåde<de_selv+UNA
najugaqalaartartut	najugaqar-LAAR=TAR<Participium<de
najugaqanngilatit	najugaqar-NNGIT<Interrogativ<du
najukkami	najugaq<ental<Lokalis
najukkamut	najugaq<ental<Terminalis
najukkamulli	najugaq<ental<Terminalis+LI
najugaa	najugaq<flertal<hans<Absolut
najukkanik	najugaq<flertal<Instrumentalis
najukkanilli	najugaq<flertal<Instrumentalis+LI
najukkaninguna	najugaq<flertal<Instrumentalis+UNA
najukkanili	najugaq<flertal<Lokalis+LI
najukkanilu	najugaq<flertal<Lokalis+LU
najukkanulli	najugaq<flertal<Terminalis+LI
najugaliilu	najugaq-LIK<flertal<hans<Absolut+LU
najugalilerineri	najugaq-LIK-LIRI+NIQ<flertal<hans<Absolut
najugarmiunilu	najugaq+MIU<flertal<Lokalis+LU
najugarmiuuit	najugaq+MIU-U<Interrogativ<du
najuganngortunga	najugaq-NNGUR<Participium<jeg
najugarpassui	najugaq+PASSUAQ<flertal<hans<Absolut
nalunaraluarpunga	nalunar+GALUAR<Indikativ<jeg
nalunaraluarnerit	nalunar+GALUAR+NIQ<flertal<Relativ
nalunaraluartunga	nalunar+GALUAR<Participium<jeg
nalunarpit	nalunar<Interrogativ<du
nalunalaarpullu	nalunar-LAAR<Indikativ<de+LU
nalunalaarpit	nalunar-LAAR<Interrogativ<du
nalunalaarlutik	nalunar-LAAR<Ledsagemåde<de_selv
nalunalaarlutillu	nalunar-LAAR<Ledsagemåde<de_selv+LU
nalunalaarlutinguna	nalunar-LAAR<Ledsagemåde<de_selv+UNA
nalunalaarneq	nalunar-LAAR+NIQ<ental<Absolut
nalunalaartungaana	nalunar-LAAR<Participium<jeg+UNA
nalunalaartarpullu	nalunar-LAAR=TAR<Indikativ<de+LU
nalunalaartarpugununa	nalunar-LAAR=TAR<Indikativ<vi+UNA
nalunalaartarpit	nalunar-LAAR=TAR<Interrogativ<du
nalunalaartarnerlu	nalunar-LAAR=TAR+NIQ<ental<Absolut+LU
nalunalaartartut	nalunar-LAAR=TAR<Participium<de
nalunalaartartunga	nalunar-LAAR=TAR<Participium<jeg
nalunarniarlutinguna	nalunar+NIAR<Ledsagemåde<de_selv+UNA
nalunanngillat	nalunar-NNGIT<Indikativ<de
nalunanngilaq	nalunar-NNGIT<Indikativ<han
nalunanngilatit	nalunar-NNGIT<Interrogativ<du
nalunannginnermulli	nalunar-NNGIT+NIQ<ental<Terminalis+LI
nalunannginneri	nalunar-NNGIT+NIQ<flertal<hans<Absolut
nalunartoq	nalunar<Participium<han
nalunartorlu	nalunar<Participium<han+LU
nalunarsimasarnernillu	nalunar+SIMA=TAR+NIQ<flertal<Instrumentalis+LU
nalunarsinnaallutik	nalunar+SINNAA<Ledsagemåde<de_selv
nalunassagaluarpununa	nalunar-SSA=GALUAR<Indikativ<de+UNA
nalunassagaluarnerit	nalunar-SSA=GALUAR+NIQ<flertal<Absolut
nalunassagaluartunga	nalunar-SSA=GALUAR<Participium<jeg
nalunassaanga	nalunar-SSA<Indikativ<jeg
nalunassavit	nalunar-SSA<Interrogativ<du
nalunassallutinguna	nalunar-SSA<Ledsagemåde<de_selv+UNA
nalunassasunga	nalunar-SSA<Participium<jeg
nalunartaraluarlutik	nalunar+TAR=GALUAR<Ledsagemåde<de_selv
nammineq	nammineq<Adjektiv
namminerli	nammineq<Adjektiv+LI
namminerlu	nammineq<Adjektiv+LU
nammineruna	nammineq<Adjektiv+UNA
Nanortalik	Nanortalik<Absolut
Nanortalilli	Nanortalik<Absolut+LI
Nanortalillu	Nanortalik<Absolut+LU
Nanortalinguna	Nanortalik<Absolut+UNA
Nanortalimmilli	Nanortalik<Instrumentalis+LI
Nanortalimmillu	Nanortalik<Instrumentalis+LU
Nanortalimmi	Nanortalik<Lokalis
Nanortalimmilu	Nanortalik<Lokalis+LU
Nanortalimmiuna	Nanortalik<Lokalis+UNA
Nanortalimmiumi	Nanortalik+MIU<ental<Lokalis
Nanortalimmiunillu	Nanortalik+MIU<flertal<Instrumentalis+LU
Nanortalimmiuniuna	Nanortalik+MIU<flertal<Lokalis+UNA
Nanortalimmiulerivit	Nanortalik+MIU-LIRI<Interrogativ<du
Nanortalimmiulerissaaq	Nanortalik+MIU-LIRI-SSA<Indikativ<han
Nanortalimmiunngortaraluarlutik	Nanortalik+MIU-NNGUR+TAR=GALUAR<Ledsagemåde<de_selv
Nanortalimmioqarporlu	Nanortalik+MIU-QAR<Indikativ<han+LU
Nanortalimmioqarporuna	Nanortalik+MIU-QAR<Indikativ<han+UNA
Nanortalimmioqartoruna	Nanortalik+MIU-QAR<Participium<han+UNA
Nanortalimmiuulaarporuna	Nanortalik+MIU-U-LAAR<Indikativ<han+UNA
Nanortalimmiuulaartartoruna	Nanortalik+MIU-U-LAAR=TAR<Participium<han+UNA
Nanortalimmiuusimasarpit	Nanortalik+MIU-U+SIMA=TAR<Interrogativ<du
Nanortalimmiuusimasarnerit	Nanortalik+MIU-U+SIMA=TAR+NIQ<flertal<Relativ
Nanortalimmiuusinnaanerilli	Nanortalik+MIU-U+SINNAA+NIQ<flertal<Relativ+LI
Nanortalimmiuussagaluarlutillu	Nanortalik+MIU-U-SSA=GALUAR<Ledsagemåde<de_selv+LU
Nanortalimmut	Nanortalik<Terminalis
Nanortalimmullu	Nanortalik<Terminalis+LU
Narsaq	Narsaq<Absolut
Narsarli	Narsaq<Absolut+LI
Narsaruna	Narsaq<Absolut+UNA
Narsamik	Narsaq<Instrumentalis
Narsami	Narsaq<Lokalis
Narsamili	Narsaq<Lokalis+LI
Narsarmiu	Narsaq+MIU<ental<Absolut
Narsarmiumi	Narsaq+MIU<ental<Lokalis
Narsarmioqarporlu	Narsaq+MIU-QAR<Indikativ<han+LU
Narsarmioqarporuna	Narsaq+MIU-QAR<Indikativ<han+UNA
Narsarmioqarnerli	Narsaq+MIU-QAR+NIQ+LI
Narsarmioqartoruna	Narsaq+MIU-QAR<Participium<han+UNA
Narsarmiuuneq	Narsaq+MIU-U+NIQ<ental<Absolut
Narsarmiuusinnaavugut	Narsaq+MIU-U+SINNAA<Indikativ<vi
Narsarmiuusinnaaneq	Narsaq+MIU-U+SINNAA+NIQ<ental<Absolut
Narsamut	Narsaq<Terminalis
Narsamullu	Narsaq<Terminalis+LU
Narsamununa	Narsaq<Terminalis+UNA
Narsarsuaq	Narsarsuaq<Absolut
Narsarsuarmik	Narsarsuaq<Instrumentalis
Narsarsuarmi	Narsarsuaq<Lokalis
Narsarsuarmioqarporuna	Narsarsuaq+MIU-QAR<Indikativ<han+UNA
Narsarsuarmut	Narsarsuaq<Terminalis
nuka	nuka<ental<Absolut
nukatununa	nuka<ental<Aequalis+UNA
nukaga	nuka<ental<min<Absolut
nukami	nuka<enta<Lokalisl
nukaali	nuka<flertal<hans<Absolut+LI
nukanik	nuka<flertal<Instrumentalis
nukagigaluarpakkaana	nuka+GӘ+GALUAR<Indikativ<JegDem+UNA
nukagilaarpiuk	nuka+GӘ-LAAR<Interrogativ<DuHam
nukaannaq	nuka-INNAQ<ental<Absolut
nukaannanngulaartarnerillu	nuka-INNAQ-NNGUR-LAAR=TAR+NIQ<flertal<Absolut+LU
nukaannaanianngitsulli	nuka-INNAQ-U+NIAR=NNGIT<Participium<de+LI
nukalerivunga	nuka-LIRI<Indikativ<jeg
nukalerinngilaruna	nuka-LIRI-NNGIT<Indikativ<han+UNA
nukamiumilli	nuka+MIU<ental<Instrumentalis+LI
nukamiumununa	nuka+MIU<ental<Terminalis+UNA
nukamiulerigaluarlutik	nuka+MIU-LIRI+GALUAR<Ledsagemåde<de_selv
nukamiuuit	nuka+MIU-U<Interrogativ<du
nukamiuusimasarporuna	nuka+MIU-U+SIMA=TAR<Indikativ<han+UNA
nukanngorsimasartungalu	nuka-NNGUR+SIMA=TAR<Participium<jeg+LU
nukarpassuartullu	nuka+PASSUAQ<flertal<Aequalis+LU
nukarpassuiuna	nuka+PASSUAQ<flertal<hans<Absolut+UNA
nukarpassuarni	nuka+PASSUAQ<flertal<Lokalis
nukappiaqqatut	nukappiaraq<ental<Aequalis
nukappiaqqanilli	nukappiaraq<flertal<Instrumentalis+LI
nukappiaranngorsimasarpit	nukappiaraq-NNGUR+SIMA=TAR<Interrogativ<du
nukaqassavit	nuka-QAR-SSA<Interrogativ<du
nukaqartarporuna	nuka-QAR+TAR<Indikativ<han+UNA
nukarleqalaartarlutik	nukarleq-QAR-LAAR=TAR<Ledsagemåde<de_selv
nukaasimavit	nuka-U+SIMA<Interrogativ<du
nuliaq	nuliaq<ental<Absolut
nuliara	nuliaq<ental<min<Absolut
nuliaritigit	nuliaq+GӘ<Imperativ<ViDem
nuliaannaq	nuliaq-INNAQ<ental<Absolut
nuliaannaasimasunga	nuliaq-INNAQ-U+SIMA<Participium<jeg
nulialilli	nuliaq-LIK<ental<Absolut+LI
nuliarmiunik	nuliaq+MIU<flertal<Instrumentalis
nuliarmioqarporuna	nuliaq+MIU-QAR<Indikativ<han+UNA
nuliarmioqarnerlu	nuliaq+MIU-QAR+NIQ+LU
nuliarmioqartoruna	nuliaq+MIU-QAR<Participium<han+UNA
nuliarmiuunerillu	nuliaq+MIU-U+NIQ<flertal<Absolut+LU
nuliarmiuusinnaaneq	nuliaq+MIU-U+SINNAA+NIQ<ental<Absolut
nulianngussagaluartunga	nuliaq-NNGUR-SSA=GALUAR<Participium<jeg
nuliarpassuit	nuliaq+PASSUAQ<flertal<Absolut
nuliarpassuillu	nuliaq+PASSUAQ<flertal<Absolut+LU
nuliarpassuartullu	nuliaq+PASSUAQ<flertal<Aequalis+LU
nuliarpassuilu	nuliaq+PASSUAQ<flertal<hans<Absolut+LU
nuliaqanngitsunga	nuliaq-QAR-NNGIT<Participium<jeg
nuliaqassagaluarpit	nuliaq-QAR-SSA=GALUAR<Interrogativ<du
nuliaasorlu	nuliaq-U<Participium<han+LU
nunamilli	nuna<ental<Instrumentalis+LI
nunagaana	nuna<ental<min<Absolut+UNA
nunami	nuna<enta<Lokalisl
nunamiinneranuna	nuna<enta<Lokalisl+IP+NIQ<ental<deres+UNA
nunamiinngitsunga	nuna<enta<Lokalisl+IP-NNGIT<Participium<jeg
nunamiuna	nuna<enta<Lokalisl+UNA
nunamut	nuna<ental<Terminalis
nunani	nuna<flertal<Lokalis
nunaannaqarniarlutinguna	nuna-INNAQ-QAR+NIAR<Ledsagemåde<de_selv+UNA
nunaannaqassaaruna	nuna-INNAQ-QAR-SSA<Indikativ<han+UNA
nunalii	nuna-LIK<flertal<hans<Absolut
nunalinnik	nuna-LIK<flertal<Instrumentalis
nunalerilaarpit	nuna-LIRI-LAAR<Interrogativ<du
nunalerinianngilanga	nuna-LIRI+NIAR=NNGIT<Indikativ<jeg
nunalerisimasarpugununa	nuna-LIRI+SIMA=TAR<Indikativ<vi+UNA
nunalerisarnertut	nuna-LIRI+TAR+NIQ<ental<Aequalis
nunamiumili	nuna+MIU<ental<Lokalis+LI
nunamiumununa	nuna+MIU<ental<Terminalis+UNA
nunamiunik	nuna+MIU<flertal<Instrumentalis
nunamiulerissagaluarlutinguna	nuna+MIU-LIRI-SSA=GALUAR<Ledsagemåde<de_selv+UNA
nunamioqarpoq	nuna+MIU-QAR<Indikativ<han
nunamiuuit	nuna+MIU-U<Interrogativ<du
nunamiuullutinguna	nuna+MIU-U<Ledsagemåde<de_selv+UNA
nunamiuusoq	nuna+MIU-U<Participium<han
nunamiuusinnaanerali	nuna+MIU-U+SINNAA+NIQ<ental<hans<Absolut+LI
nunamiuussallutinguna	nuna+MIU-U-SSA<Ledsagemåde<de_selv+UNA
nunamiuusarpit	nuna+MIU-U+TAR<Interrogativ<du
nunanngorpit	nuna-NNGUR<Interrogativ<du
nunanngunngilatit	nuna-NNGUR-NNGIT<Interrogativ<du
nunarpassui	nuna+PASSUAQ<flertal<hans<Absolut
nunarpassuilu	nuna+PASSUAQ<flertal<hans<Absolut+LU
nunarpassuarni	nuna+PASSUAQ<flertal<Lokalis
nunaqalaarpit	nuna-QAR-LAAR<Interrogativ<du
nunaqalaartarpullu	nuna-QAR-LAAR=TAR<Indikativ<de+LU
nunaqassagaluarneq	nuna-QAR-SSA=GALUAR+NIQ<ental<Absolut
nunaqassagaluarnera	nuna-QAR-SSA=GALUAR+NIQ<ental<hans<Absolut
nunaanerni	nuna-U+NIQ<flertal<Lokalis
nunaasoruna	nuna-U<Participium<han+UNA
nunaasunga	nuna-U<Participium<jeg
Nuuk	Nuuk<Absolut
Nuulli	Nuuk<Absolut+LI
Nuullu	Nuuk<Absolut+LU
Nuunguna	Nuuk<Absolut+UNA
Nuummik	Nuuk<Instrumentalis
Nuummillu	Nuuk<Instrumentalis+LU
Nuumminguna	Nuuk<Instrumentalis+UNA
Nuummi	Nuuk<Lokalis
Nuummili	Nuuk<Lokalis+LI
Nuummilu	Nuuk<Lokalis+LU
Nuummiuna	Nuuk<Lokalis+UNA
Nuummiu	Nuuk+MIU<ental<Absolut
Nuummiuminguna	Nuuk+MIU<ental<Instrumentalis+UNA
Nuummiumi	Nuuk+MIU<ental<Lokalis
Nuummiumulli	Nuuk+MIU<ental<Terminalis+LI
Nuummiuni	Nuuk+MIU<flertal<Lokalis
Nuummiunilu	Nuuk+MIU<flertal<Lokalis+LU
Nuummiulerissagaluarlutik	Nuuk+MIU-LIRI-SSA=GALUAR<Ledsagemåde<de_selv
Nuummiulerisarpugulli	Nuuk+MIU-LIRI+TAR<Indikativ<vi+LI
Nuummiunngussagaluarlutilli	Nuuk+MIU-NNGUR-SSA=GALUAR<Ledsagemåde<de_selv+LI
Nuummioqarporli	Nuuk+MIU-QAR<Indikativ<han+LI
Nuummioqarporlu	Nuuk+MIU-QAR<Indikativ<han+LU
Nuummioqarporuna	Nuuk+MIU-QAR<Indikativ<han+UNA
Nuummioqarneq	Nuuk+MIU-QAR+NIQ
Nuummioqarnerli	Nuuk+MIU-QAR+NIQ+LI
Nuummioqarneruna	Nuuk+MIU-QAR+NIQ+UNA
Nuummioqartoq	Nuuk+MIU-QAR<Participium<han
Nuummioqartorli	Nuuk+MIU-QAR<Participium<han+LI
Nuummiuugaluarlutinguna	Nuuk+MIU-U+GALUAR<Ledsagemåde<de_selv+UNA
Nuummiuugaluarnerillu	Nuuk+MIU-U+GALUAR+NIQ<flertal<Absolut+LU
Nuummiuulaarneraana	Nuuk+MIU-U-LAAR+NIQ<ental<hans<Absolut+UNA
Nuummiuulaartut	Nuuk+MIU-U-LAAR<Participium<de
Nuummiuulaartartungalu	Nuuk+MIU-U-LAAR=TAR<Participium<jeg+LU
Nuummiuullutilli	Nuuk+MIU-U<Ledsagemåde<de_selv+LI
Nuummiuunianngilatit	Nuuk+MIU-U+NIAR=NNGIT<Interrogativ<du
Nuummiuuniarnatillu	Nuuk+MIU-U+NIAR=NNGIT<Ledsagemåde<de_selv+LU
Nuummiuuneranuna	Nuuk+MIU-U+NIQ<ental<deres+UNA
Nuummiuusimanera	Nuuk+MIU-U+SIMA+NIQ<ental<hans<Absolut
Nuummiuusinnaapput	Nuuk+MIU-U+SINNAA<Indikativ<de
Nuummiuussagaluarlutik	Nuuk+MIU-U-SSA=GALUAR<Ledsagemåde<de_selv
Nuummiuussasulli	Nuuk+MIU-U-SSA<Participium<de+LI
Nuummiuusarnera	Nuuk+MIU-U+TAR+NIQ<ental<hans<Absolut
Nuummut	Nuuk<Terminalis
Nuummullu	Nuuk<Terminalis+LU
Nuummununa	Nuuk<Terminalis+UNA
nuukkaluarpunga	nuup+GALUAR<Indikativ<jeg
nuukkaluarnerinuna	nuup+GALUAR+NIQ<flertal<Relativ+UNA
nuukkaluartunga	nuup+GALUAR<Participium<jeg
nuuppunga	nuup<Indikativ<jeg
nuulaarneq	nuup-LAAR+NIQ<ental<Absolut
nuulaartartoq	nuup-LAAR=TAR<Participium<han
nuullutik	nuup<Ledsagemåde<de_selv
