TA+una+Gram/Dem+Pron+Abs+Sg	taanna
tii+Sem/drink+QAR+Sem/have+Gram/IV+NNGIT+V+Ind+3Sg	teeqanngilaq
tii+Sem/drink+QAR+Sem/have+Gram/IV+NNGIT+V+Ind+3Sg+LI	teeqanngilarli
tii+Sem/drink+QAR+Sem/have+Gram/IV+NNGIT+V+Ind+3Sg+LU	teeqanngilarlu
tii+Sem/drink+QAR+Sem/have+Gram/IV+NNGIT+V+Ind+1Sg	teeqanngilanga
tii+Sem/drink+QAR+Sem/have+Gram/IV+NNGIT+V+Ind+1Sg+LI	teeqanngilangali
tii+Sem/drink+QAR+Sem/have+Gram/IV+NNGIT+V+Ind+1Sg+LU	teeqanngilangalu
tii+Sem/drink+QAR+Sem/have+Gram/IV+NNGIT+V+Int+2Sg+LI	teeqanngilatilli
tii+Sem/drink+QAR+Sem/have+Gram/IV+NNGIT+V+Int+2Sg+LU	teeqanngilatillu
tii+Sem/drink+QAR+Sem/have+Gram/IV+NNGIT+V+Int+2Sg	teeqanngilatit
tikip+Sem/reach+Gram/IV+GUSUP+Sem/wish+SSA+V+Int+2Sg+LI	tikikkusussavilli
tikip+Sem/reach+Gram/IV+GUSUP+Sem/wish+SSA+V+Int+2Sg+LU	tikikkusussavillu
tikip+Sem/reach+Gram/IV+GUSUP+Sem/wish+SSA+V+Int+2Sg	tikikkusussavit
tikip+Sem/reach+Gram/IV+GUSUP+Sem/wish+SSA+NNGIT+V+Ind+3Sg	tikikkusussanngilaq
tikip+Sem/reach+Gram/IV+GUSUP+Sem/wish+SSA+NNGIT+V+Ind+3Sg+LI	tikikkusussanngilarli
tikip+Sem/reach+Gram/IV+GUSUP+Sem/wish+SSA+NNGIT+V+Ind+3Sg+LU	tikikkusussanngilarlu
tikip+Sem/reach+Gram/IV+GUSUP+Sem/wish+SSA+NNGIT+V+Ind+1Sg	tikikkusussanngilanga
tikip+Sem/reach+Gram/IV+GUSUP+Sem/wish+SSA+NNGIT+V+Ind+1Sg+LI	tikikkusussanngilangali
tikip+Sem/reach+Gram/IV+GUSUP+Sem/wish+SSA+NNGIT+V+Ind+1Sg+LU	tikikkusussanngilangalu
tikip+Sem/reach+Gram/IV+GUSUP+Sem/wish+SSA+NNGIT+V+Int+2Sg+LI	tikikkusussanngilatilli
tikip+Sem/reach+Gram/IV+GUSUP+Sem/wish+SSA+NNGIT+V+Int+2Sg+LU	tikikkusussanngilatillu
tikip+Sem/reach+Gram/IV+GUSUP+Sem/wish+SSA+NNGIT+V+Int+2Sg	tikikkusussanngilatit
tikip+Sem/reach+Gram/IV+GUSUP+Sem/wish+SSA+V+Ind+3Sg	tikikkusussaaq
tikip+Sem/reach+Gram/IV+GUSUP+Sem/wish+SSA+V+Ind+3Sg+LI	tikikkusussaarli
tikip+Sem/reach+Gram/IV+GUSUP+Sem/wish+SSA+V+Ind+3Sg+LU	tikikkusussaarlu
tikip+Sem/reach+Gram/IV+GUSUP+Sem/wish+SSA+V+Ind+1Sg	tikikkusussaanga
tikip+Sem/reach+Gram/IV+GUSUP+Sem/wish+SSA+V+Ind+1Sg+LI	tikikkusussaangali
tikip+Sem/reach+Gram/IV+GUSUP+Sem/wish+SSA+V+Ind+1Sg+LU	tikikkusussaangalu
tikip+Sem/reach+Gram/IV+GUSUP+Sem/wish+V+Int+2Sg+LI	tikikkusuppilli
tikip+Sem/reach+Gram/IV+GUSUP+Sem/wish+V+Int+2Sg+LU	tikikkusuppillu
tikip+Sem/reach+Gram/IV+GUSUP+Sem/wish+V+Int+2Sg	tikikkusuppit
tikip+Sem/reach+Gram/IV+GUSUP+Sem/wish+V+Ind+3Sg	tikikkusuppoq
tikip+Sem/reach+Gram/IV+GUSUP+Sem/wish+V+Ind+3Sg+LI	tikikkusupporli
tikip+Sem/reach+Gram/IV+GUSUP+Sem/wish+V+Ind+3Sg+LU	tikikkusupporlu
tikip+Sem/reach+Gram/IV+GUSUP+Sem/wish+V+Ind+1Sg	tikikkusuppunga
tikip+Sem/reach+Gram/IV+GUSUP+Sem/wish+V+Ind+1Sg+LI	tikikkusuppungali
tikip+Sem/reach+Gram/IV+GUSUP+Sem/wish+V+Ind+1Sg+LU	tikikkusuppungalu
tikip+Sem/reach+Gram/IV+GUSUP+Sem/wish+NNGIT+V+Ind+3Sg	tikikkusunngilaq
tikip+Sem/reach+Gram/IV+GUSUP+Sem/wish+NNGIT+V+Ind+3Sg+LI	tikikkusunngilarli
tikip+Sem/reach+Gram/IV+GUSUP+Sem/wish+NNGIT+V+Ind+3Sg+LU	tikikkusunngilarlu
tikip+Sem/reach+Gram/IV+GUSUP+Sem/wish+NNGIT+V+Ind+1Sg	tikikkusunngilanga
tikip+Sem/reach+Gram/IV+GUSUP+Sem/wish+NNGIT+V+Ind+1Sg+LI	tikikkusunngilangali
tikip+Sem/reach+Gram/IV+GUSUP+Sem/wish+NNGIT+V+Ind+1Sg+LU	tikikkusunngilangalu
tikip+Sem/reach+Gram/IV+GUSUP+Sem/wish+NNGIT+V+Int+2Sg+LI	tikikkusunngilatilli
tikip+Sem/reach+Gram/IV+GUSUP+Sem/wish+NNGIT+V+Int+2Sg+LU	tikikkusunngilatillu
tikip+Sem/reach+Gram/IV+GUSUP+Sem/wish+NNGIT+V+Int+2Sg	tikikkusunngilatit
tikip+Sem/reach+V+Int+2Sg+LI	tikippilli
tikip+Sem/reach+V+Int+2Sg+LU	tikippillu
tikip+Sem/reach+V+Int+2Sg	tikippit
tikip+Sem/reach+V+Ind+1Sg	tikippunga
tikip+Sem/reach+V+Ind+1Sg+LI	tikippungali
tikip+Sem/reach+V+Ind+1Sg+LU	tikippungalu
tikip+Sem/reach+V+Ind+3Sg	tikippoq
tikip+Sem/reach+V+Ind+3Sg+LI	tikipporli
tikip+Sem/reach+V+Ind+3Sg+LU	tikipporlu
tikip+Sem/reach+Gram/IV+SSA+V+Int+2Sg+LI	tikissavilli
tikip+Sem/reach+Gram/IV+SSA+V+Int+2Sg+LU	tikissavillu
tikip+Sem/reach+Gram/IV+SSA+V+Int+2Sg	tikissavit
tikip+Sem/reach+Gram/IV+SSA+NNGIT+V+Ind+3Sg	tikissanngilaq
tikip+Sem/reach+Gram/IV+SSA+NNGIT+V+Ind+3Sg+LI	tikissanngilarli
tikip+Sem/reach+Gram/IV+SSA+NNGIT+V+Ind+3Sg+LU	tikissanngilarlu
tikip+Sem/reach+Gram/IV+SSA+NNGIT+V+Ind+1Sg	tikissanngilanga
tikip+Sem/reach+Gram/IV+SSA+NNGIT+V+Ind+1Sg+LI	tikissanngilangali
tikip+Sem/reach+Gram/IV+SSA+NNGIT+V+Ind+1Sg+LU	tikissanngilangalu
tikip+Sem/reach+Gram/IV+SSA+NNGIT+V+Int+2Sg+LI	tikissanngilatilli
tikip+Sem/reach+Gram/IV+SSA+NNGIT+V+Int+2Sg+LU	tikissanngilatillu
tikip+Sem/reach+Gram/IV+SSA+NNGIT+V+Int+2Sg	tikissanngilatit
tikip+Sem/reach+Gram/IV+SSA+V+Ind+3Sg	tikissaaq
tikip+Sem/reach+Gram/IV+SSA+V+Ind+3Sg+LI	tikissaarli
tikip+Sem/reach+Gram/IV+SSA+V+Ind+3Sg+LU	tikissaarlu
tikip+Sem/reach+Gram/IV+SSA+V+Ind+1Sg	tikissaanga
tikip+Sem/reach+Gram/IV+SSA+V+Ind+1Sg+LI	tikissaangali
tikip+Sem/reach+Gram/IV+SSA+V+Ind+1Sg+LU	tikissaangalu
tikip+Sem/reach+Gram/IV+NNGIT+V+Ind+3Sg	tikinngilaq
tikip+Sem/reach+Gram/IV+NNGIT+V+Ind+3Sg+LI	tikinngilarli
tikip+Sem/reach+Gram/IV+NNGIT+V+Ind+3Sg+LU	tikinngilarlu
tikip+Sem/reach+Gram/IV+NNGIT+V+Ind+1Sg	tikinngilanga
tikip+Sem/reach+Gram/IV+NNGIT+V+Ind+1Sg+LI	tikinngilangali
tikip+Sem/reach+Gram/IV+NNGIT+V+Ind+1Sg+LU	tikinngilangalu
tikip+Sem/reach+Gram/IV+NNGIT+V+Int+2Sg+LI	tikinngilatilli
tikip+Sem/reach+Gram/IV+NNGIT+V+Int+2Sg+LU	tikinngilatillu
tikip+Sem/reach+Gram/IV+NNGIT+V+Int+2Sg	tikinngilatit
tii+Sem/drink+U+Sem/be_copula+V+Ind+3Sg	tiiuvoq
tii+Sem/drink+U+Sem/be_copula+V+Ind+3Sg+LI	tiiuvorli
tii+Sem/drink+U+Sem/be_copula+V+Ind+3Sg+LU	tiiuvorlu
tii+Sem/drink+U+Sem/be_copula+Gram/IV+SSA+NNGIT+V+Ind+3Sg	tiiussanngilaq
tii+Sem/drink+U+Sem/be_copula+Gram/IV+SSA+NNGIT+V+Ind+3Sg+LI	tiiussanngilarli
tii+Sem/drink+U+Sem/be_copula+Gram/IV+SSA+NNGIT+V+Ind+3Sg+LU	tiiussanngilarlu
tii+Sem/drink+U+Sem/be_copula+Gram/IV+SSA+V+Ind+3Sg	tiiussaaq
tii+Sem/drink+U+Sem/be_copula+Gram/IV+SSA+V+Ind+3Sg+LI	tiiussaarli
tii+Sem/drink+U+Sem/be_copula+Gram/IV+SSA+V+Ind+3Sg+LU	tiiussaarlu
tii+Sem/drink+U+Sem/be_copula+Gram/IV+NNGIT+V+Ind+3Sg	tiiunngilaq
tii+Sem/drink+U+Sem/be_copula+Gram/IV+NNGIT+V+Ind+3Sg+LI	tiiunngilarli
tii+Sem/drink+U+Sem/be_copula+Gram/IV+NNGIT+V+Ind+3Sg+LU	tiiunngilarlu
tii+Sem/drink+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+SSA+NNGIT+V+Ind+3Sg	tiiorusussanngilaq
tii+Sem/drink+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+SSA+NNGIT+V+Ind+3Sg+LI	tiiorusussanngilarli
tii+Sem/drink+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+SSA+NNGIT+V+Ind+3Sg+LU	tiiorusussanngilarlu
tii+Sem/drink+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+SSA+V+Ind+3Sg	tiiorusussaaq
tii+Sem/drink+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+SSA+V+Ind+3Sg+LI	tiiorusussaarli
tii+Sem/drink+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+SSA+V+Ind+3Sg+LU	tiiorusussaarlu
tii+Sem/drink+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+V+Ind+3Sg	tiiorusuppoq
tii+Sem/drink+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+V+Ind+3Sg+LI	tiiorusupporli
tii+Sem/drink+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+V+Ind+3Sg+LU	tiiorusupporlu
tii+Sem/drink+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+NNGIT+V+Ind+3Sg	tiiorusunngilaq
tii+Sem/drink+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+NNGIT+V+Ind+3Sg+LI	tiiorusunngilarli
tii+Sem/drink+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+NNGIT+V+Ind+3Sg+LU	tiiorusunngilarlu
tii+Sem/drink+TUR+Gram/IV+SSA+V+Int+2Sg+LI	tiitussavilli
tii+Sem/drink+TUR+Gram/IV+SSA+V+Int+2Sg+LU	tiitussavillu
tii+Sem/drink+TUR+Gram/IV+SSA+V+Int+2Sg	tiitussavit
tii+Sem/drink+TUR+Gram/IV+SSA+NNGIT+V+Ind+3Sg	tiitussanngilaq
tii+Sem/drink+TUR+Gram/IV+SSA+NNGIT+V+Ind+3Sg+LI	tiitussanngilarli
tii+Sem/drink+TUR+Gram/IV+SSA+NNGIT+V+Ind+3Sg+LU	tiitussanngilarlu
tii+Sem/drink+TUR+Gram/IV+SSA+NNGIT+V+Ind+1Sg	tiitussanngilanga
tii+Sem/drink+TUR+Gram/IV+SSA+NNGIT+V+Ind+1Sg+LI	tiitussanngilangali
tii+Sem/drink+TUR+Gram/IV+SSA+NNGIT+V+Ind+1Sg+LU	tiitussanngilangalu
tii+Sem/drink+TUR+Gram/IV+SSA+NNGIT+V+Int+2Sg+LI	tiitussanngilatilli
tii+Sem/drink+TUR+Gram/IV+SSA+NNGIT+V+Int+2Sg+LU	tiitussanngilatillu
tii+Sem/drink+TUR+Gram/IV+SSA+NNGIT+V+Int+2Sg	tiitussanngilatit
tii+Sem/drink+TUR+Gram/IV+SSA+V+Ind+3Sg	tiitussaaq
tii+Sem/drink+TUR+Gram/IV+SSA+V+Ind+3Sg+LI	tiitussaarli
tii+Sem/drink+TUR+Gram/IV+SSA+V+Ind+3Sg+LU	tiitussaarlu
tii+Sem/drink+TUR+Gram/IV+SSA+V+Ind+1Sg	tiitussaanga
tii+Sem/drink+TUR+Gram/IV+SSA+V+Ind+1Sg+LI	tiitussaangali
tii+Sem/drink+TUR+Gram/IV+SSA+V+Ind+1Sg+LU	tiitussaangalu
tii+Sem/drink+TUR+Gram/IV+NNGIT+V+Ind+3Sg	tiitunngilaq
tii+Sem/drink+TUR+Gram/IV+NNGIT+V+Ind+3Sg+LI	tiitunngilarli
tii+Sem/drink+TUR+Gram/IV+NNGIT+V+Ind+3Sg+LU	tiitunngilarlu
tii+Sem/drink+TUR+Gram/IV+NNGIT+V+Ind+1Sg	tiitunngilanga
tii+Sem/drink+TUR+Gram/IV+NNGIT+V+Ind+1Sg+LI	tiitunngilangali
tii+Sem/drink+TUR+Gram/IV+NNGIT+V+Ind+1Sg+LU	tiitunngilangalu
tii+Sem/drink+TUR+Gram/IV+NNGIT+V+Int+2Sg+LI	tiitunngilatilli
tii+Sem/drink+TUR+Gram/IV+NNGIT+V+Int+2Sg+LU	tiitunngilatillu
tii+Sem/drink+TUR+Gram/IV+NNGIT+V+Int+2Sg	tiitunngilatit
tii+Sem/drink+TUR+V+Int+2Sg+LI	tiitorpilli
tii+Sem/drink+TUR+V+Int+2Sg+LU	tiitorpillu
tii+Sem/drink+TUR+V+Int+2Sg	tiitorpit
tii+Sem/drink+TUR+V+Ind+3Sg	tiitorpoq
tii+Sem/drink+TUR+V+Ind+3Sg+LI	tiitorporli
tii+Sem/drink+TUR+V+Ind+3Sg+LU	tiitorporlu
tii+Sem/drink+TUR+Gram/IV+GUSUP+Sem/wish+SSA+V+Int+2Sg+LI	tiitorusussavilli
tii+Sem/drink+TUR+Gram/IV+GUSUP+Sem/wish+SSA+V+Int+2Sg+LU	tiitorusussavillu
tii+Sem/drink+TUR+Gram/IV+GUSUP+Sem/wish+SSA+V+Int+2Sg	tiitorusussavit
tii+Sem/drink+TUR+Gram/IV+GUSUP+Sem/wish+SSA+NNGIT+V+Ind+3Sg	tiitorusussanngilaq
tii+Sem/drink+TUR+Gram/IV+GUSUP+Sem/wish+SSA+NNGIT+V+Ind+3Sg+LI	tiitorusussanngilarli
tii+Sem/drink+TUR+Gram/IV+GUSUP+Sem/wish+SSA+NNGIT+V+Ind+3Sg+LU	tiitorusussanngilarlu
tii+Sem/drink+TUR+Gram/IV+GUSUP+Sem/wish+SSA+NNGIT+V+Ind+1Sg	tiitorusussanngilanga
tii+Sem/drink+TUR+Gram/IV+GUSUP+Sem/wish+SSA+NNGIT+V+Ind+1Sg+LI	tiitorusussanngilangali
tii+Sem/drink+TUR+Gram/IV+GUSUP+Sem/wish+SSA+NNGIT+V+Ind+1Sg+LU	tiitorusussanngilangalu
tii+Sem/drink+TUR+Gram/IV+GUSUP+Sem/wish+SSA+NNGIT+V+Int+2Sg+LI	tiitorusussanngilatilli
tii+Sem/drink+TUR+Gram/IV+GUSUP+Sem/wish+SSA+NNGIT+V+Int+2Sg+LU	tiitorusussanngilatillu
tii+Sem/drink+TUR+Gram/IV+GUSUP+Sem/wish+SSA+NNGIT+V+Int+2Sg	tiitorusussanngilatit
tii+Sem/drink+TUR+Gram/IV+GUSUP+Sem/wish+SSA+V+Ind+3Sg	tiitorusussaaq
tii+Sem/drink+TUR+Gram/IV+GUSUP+Sem/wish+SSA+V+Ind+3Sg+LI	tiitorusussaarli
tii+Sem/drink+TUR+Gram/IV+GUSUP+Sem/wish+SSA+V+Ind+3Sg+LU	tiitorusussaarlu
tii+Sem/drink+TUR+Gram/IV+GUSUP+Sem/wish+SSA+V+Ind+1Sg	tiitorusussaanga
tii+Sem/drink+TUR+Gram/IV+GUSUP+Sem/wish+SSA+V+Ind+1Sg+LI	tiitorusussaangali
tii+Sem/drink+TUR+Gram/IV+GUSUP+Sem/wish+SSA+V+Ind+1Sg+LU	tiitorusussaangalu
tii+Sem/drink+TUR+Gram/IV+GUSUP+Sem/wish+V+Int+2Sg+LI	tiitorusuppilli
tii+Sem/drink+TUR+Gram/IV+GUSUP+Sem/wish+V+Int+2Sg+LU	tiitorusuppillu
tii+Sem/drink+TUR+Gram/IV+GUSUP+Sem/wish+V+Int+2Sg	tiitorusuppit
tii+Sem/drink+TUR+Gram/IV+GUSUP+Sem/wish+V+Ind+3Sg	tiitorusuppoq
tii+Sem/drink+TUR+Gram/IV+GUSUP+Sem/wish+V+Ind+3Sg+LI	tiitorusupporli
tii+Sem/drink+TUR+Gram/IV+GUSUP+Sem/wish+V+Ind+3Sg+LU	tiitorusupporlu
tii+Sem/drink+TUR+Gram/IV+GUSUP+Sem/wish+V+Ind+1Sg	tiitorusuppunga
tii+Sem/drink+TUR+Gram/IV+GUSUP+Sem/wish+V+Ind+1Sg+LI	tiitorusuppungali
tii+Sem/drink+TUR+Gram/IV+GUSUP+Sem/wish+V+Ind+1Sg+LU	tiitorusuppungalu
tii+Sem/drink+TUR+Gram/IV+GUSUP+Sem/wish+NNGIT+V+Ind+3Sg	tiitorusunngilaq
tii+Sem/drink+TUR+Gram/IV+GUSUP+Sem/wish+NNGIT+V+Ind+3Sg+LI	tiitorusunngilarli
tii+Sem/drink+TUR+Gram/IV+GUSUP+Sem/wish+NNGIT+V+Ind+3Sg+LU	tiitorusunngilarlu
tii+Sem/drink+TUR+Gram/IV+GUSUP+Sem/wish+NNGIT+V+Ind+1Sg	tiitorusunngilanga
tii+Sem/drink+TUR+Gram/IV+GUSUP+Sem/wish+NNGIT+V+Ind+1Sg+LI	tiitorusunngilangali
tii+Sem/drink+TUR+Gram/IV+GUSUP+Sem/wish+NNGIT+V+Ind+1Sg+LU	tiitorusunngilangalu
tii+Sem/drink+TUR+Gram/IV+GUSUP+Sem/wish+NNGIT+V+Int+2Sg+LI	tiitorusunngilatilli
tii+Sem/drink+TUR+Gram/IV+GUSUP+Sem/wish+NNGIT+V+Int+2Sg+LU	tiitorusunngilatillu
tii+Sem/drink+TUR+Gram/IV+GUSUP+Sem/wish+NNGIT+V+Int+2Sg	tiitorusunngilatit
tii+Sem/drink+TUR+V+Ind+1Sg	tiitorpunga
tii+Sem/drink+TUR+V+Ind+1Sg+LI	tiitorpungali
tii+Sem/drink+TUR+V+Ind+1Sg+LU	tiitorpungalu
tii+Sem/drink+N+Ins+Sg	tiimik
tii+Sem/drink+N+Ins+Sg+LI	tiimilli
tii+Sem/drink+N+Ins+Sg+LU	tiimillu
tii+Sem/drink+N+Abl+Sg+LI	tiimilli
tii+Sem/drink+N+Abl+Sg+LU	tiimillu
tii+Sem/drink+N+Abl+Sg	tiimit
tii+Sem/drink+N+Lok+Sg	tiimi
tii+Sem/drink+N+Lok+Sg+LI	tiimili
tii+Sem/drink+N+Lok+Sg+LU	tiimilu
tii+Sem/drink+N+Trm+Sg+LI	tiimulli
tii+Sem/drink+N+Trm+Sg+LU	tiimullu
tii+Sem/drink+N+Trm+Sg	tiimut
tii+Sem/drink+N+Abs+Sg+1SgPoss	tiiga
tii+Sem/drink+N+Abs+Sg+1SgPoss+LI	tiigali
tii+Sem/drink+N+Abs+Sg+1SgPoss+LU	tiigalu
tii+Sem/drink+N+Abs+Sg	tii
tii+Sem/drink+N+Abs+Sg+LI	tiili
tii+Sem/drink+N+Abs+Sg+LU	tiilu
taku+Sem/see+Gram/TV+GUSUP+Sem/wish+SSA+V+Int+2Sg+3SgO	takorusussaviuk
taku+Sem/see+Gram/TV+GUSUP+Sem/wish+SSA+V+Int+2Sg+3SgO+LI	takorusussaviulli
taku+Sem/see+Gram/TV+GUSUP+Sem/wish+SSA+V+Int+2Sg+3SgO+LU	takorusussaviullu
taku+Sem/see+Gram/TV+GUSUP+Sem/wish+SSA+V+Ind+1Sg+2PlO	takorusussavassi
taku+Sem/see+Gram/TV+GUSUP+Sem/wish+SSA+V+Ind+1Sg+2PlO+LI	takorusussavassili
taku+Sem/see+Gram/TV+GUSUP+Sem/wish+SSA+V+Ind+1Sg+2PlO+LU	takorusussavassilu
taku+Sem/see+Gram/TV+GUSUP+Sem/wish+SSA+V+Ind+1Sg+3SgO	takorusussavara
taku+Sem/see+Gram/TV+GUSUP+Sem/wish+SSA+V+Ind+1Sg+3SgO+LI	takorusussavarali
taku+Sem/see+Gram/TV+GUSUP+Sem/wish+SSA+V+Ind+1Sg+3SgO+LU	takorusussavaralu
taku+Sem/see+Gram/TV+GUSUP+Sem/wish+SSA+NNGIT+Gram/TV+V+Int+2Sg+3SgO	takorusussanngiliuk
taku+Sem/see+Gram/TV+GUSUP+Sem/wish+SSA+NNGIT+Gram/TV+V+Int+2Sg+3SgO+LI	takorusussanngiliulli
taku+Sem/see+Gram/TV+GUSUP+Sem/wish+SSA+NNGIT+Gram/TV+V+Int+2Sg+3SgO+LU	takorusussanngiliullu
taku+Sem/see+Gram/TV+GUSUP+Sem/wish+SSA+NNGIT+Gram/TV+V+Ind+1Sg+2PlO	takorusussanngilassi
taku+Sem/see+Gram/TV+GUSUP+Sem/wish+SSA+NNGIT+Gram/TV+V+Ind+1Sg+2PlO+LI	takorusussanngilassili
taku+Sem/see+Gram/TV+GUSUP+Sem/wish+SSA+NNGIT+Gram/TV+V+Ind+1Sg+2PlO+LU	takorusussanngilassilu
taku+Sem/see+Gram/TV+GUSUP+Sem/wish+SSA+NNGIT+Gram/TV+V+Ind+1Sg+3SgO	takorusussanngilara
taku+Sem/see+Gram/TV+GUSUP+Sem/wish+SSA+NNGIT+Gram/TV+V+Ind+1Sg+3SgO+LI	takorusussanngilarali
taku+Sem/see+Gram/TV+GUSUP+Sem/wish+SSA+NNGIT+Gram/TV+V+Ind+1Sg+3SgO+LU	takorusussanngilaralu
taku+Sem/see+Gram/TV+GUSUP+Sem/wish+V+Int+2Sg+3SgO	takorusuppiuk
taku+Sem/see+Gram/TV+GUSUP+Sem/wish+V+Int+2Sg+3SgO+LI	takorusuppiulli
taku+Sem/see+Gram/TV+GUSUP+Sem/wish+V+Int+2Sg+3SgO+LU	takorusuppiullu
taku+Sem/see+Gram/TV+GUSUP+Sem/wish+V+Ind+1Sg+2PlO	takorusuppassi
taku+Sem/see+Gram/TV+GUSUP+Sem/wish+V+Ind+1Sg+2PlO+LI	takorusuppassili
taku+Sem/see+Gram/TV+GUSUP+Sem/wish+V+Ind+1Sg+2PlO+LU	takorusuppassilu
taku+Sem/see+Gram/TV+GUSUP+Sem/wish+V+Ind+1Sg+3SgO	takorusuppara
taku+Sem/see+Gram/TV+GUSUP+Sem/wish+V+Ind+1Sg+3SgO+LI	takorusupparali
taku+Sem/see+Gram/TV+GUSUP+Sem/wish+V+Ind+1Sg+3SgO+LU	takorusupparalu
taku+Sem/see+Gram/TV+GUSUP+Sem/wish+NNGIT+Gram/TV+V+Int+2Sg+3SgO	takorusunngiliuk
taku+Sem/see+Gram/TV+GUSUP+Sem/wish+NNGIT+Gram/TV+V+Int+2Sg+3SgO+LI	takorusunngiliulli
taku+Sem/see+Gram/TV+GUSUP+Sem/wish+NNGIT+Gram/TV+V+Int+2Sg+3SgO+LU	takorusunngiliullu
taku+Sem/see+Gram/TV+GUSUP+Sem/wish+NNGIT+Gram/TV+V+Ind+1Sg+2PlO	takorusunngilassi
taku+Sem/see+Gram/TV+GUSUP+Sem/wish+NNGIT+Gram/TV+V+Ind+1Sg+2PlO+LI	takorusunngilassili
taku+Sem/see+Gram/TV+GUSUP+Sem/wish+NNGIT+Gram/TV+V+Ind+1Sg+2PlO+LU	takorusunngilassilu
taku+Sem/see+Gram/TV+GUSUP+Sem/wish+NNGIT+Gram/TV+V+Ind+1Sg+3SgO	takorusunngilara
taku+Sem/see+Gram/TV+GUSUP+Sem/wish+NNGIT+Gram/TV+V+Ind+1Sg+3SgO+LI	takorusunngilarali
taku+Sem/see+Gram/TV+GUSUP+Sem/wish+NNGIT+Gram/TV+V+Ind+1Sg+3SgO+LU	takorusunngilaralu
taku+Sem/see+Gram/TV+SSA+V+Int+2Sg+3SgO	takussaviuk
taku+Sem/see+Gram/TV+SSA+V+Int+2Sg+3SgO+LI	takussaviulli
taku+Sem/see+Gram/TV+SSA+V+Int+2Sg+3SgO+LU	takussaviullu
taku+Sem/see+Gram/TV+SSA+V+Ind+1Sg+2PlO	takussavassi
taku+Sem/see+Gram/TV+SSA+V+Ind+1Sg+2PlO+LI	takussavassili
taku+Sem/see+Gram/TV+SSA+V+Ind+1Sg+2PlO+LU	takussavassilu
taku+Sem/see+Gram/TV+SSA+V+Ind+1Sg+3SgO	takussavara
taku+Sem/see+Gram/TV+SSA+V+Ind+1Sg+3SgO+LI	takussavarali
taku+Sem/see+Gram/TV+SSA+V+Ind+1Sg+3SgO+LU	takussavaralu
taku+Sem/see+Gram/TV+SSA+NNGIT+Gram/TV+V+Int+2Sg+3SgO	takussanngiliuk
taku+Sem/see+Gram/TV+SSA+NNGIT+Gram/TV+V+Int+2Sg+3SgO+LI	takussanngiliulli
taku+Sem/see+Gram/TV+SSA+NNGIT+Gram/TV+V+Int+2Sg+3SgO+LU	takussanngiliullu
taku+Sem/see+Gram/TV+SSA+NNGIT+Gram/TV+V+Ind+1Sg+2PlO	takussanngilassi
taku+Sem/see+Gram/TV+SSA+NNGIT+Gram/TV+V+Ind+1Sg+2PlO+LI	takussanngilassili
taku+Sem/see+Gram/TV+SSA+NNGIT+Gram/TV+V+Ind+1Sg+2PlO+LU	takussanngilassilu
taku+Sem/see+Gram/TV+SSA+NNGIT+Gram/TV+V+Ind+1Sg+3SgO	takussanngilara
taku+Sem/see+Gram/TV+SSA+NNGIT+Gram/TV+V+Ind+1Sg+3SgO+LI	takussanngilarali
taku+Sem/see+Gram/TV+SSA+NNGIT+Gram/TV+V+Ind+1Sg+3SgO+LU	takussanngilaralu
taku+Sem/see+Gram/TV+V+Int+2Sg+3SgO	takuiuk
taku+Sem/see+Gram/TV+V+Int+2Sg+3SgO+LI	takuiulli
taku+Sem/see+Gram/TV+V+Int+2Sg+3SgO+LU	takuiullu
taku+Sem/see+Gram/TV+NNGIT+Gram/TV+V+Int+2Sg+3SgO	takunngiliuk
taku+Sem/see+Gram/TV+NNGIT+Gram/TV+V+Int+2Sg+3SgO+LI	takunngiliulli
taku+Sem/see+Gram/TV+NNGIT+Gram/TV+V+Int+2Sg+3SgO+LU	takunngiliullu
taku+Sem/see+Gram/TV+NNGIT+Gram/TV+V+Ind+1Sg+2PlO	takunngilassi
taku+Sem/see+Gram/TV+NNGIT+Gram/TV+V+Ind+1Sg+2PlO+LI	takunngilassili
taku+Sem/see+Gram/TV+NNGIT+Gram/TV+V+Ind+1Sg+2PlO+LU	takunngilassilu
taku+Sem/see+Gram/TV+NNGIT+Gram/TV+V+Ind+1Sg+3SgO	takunngilara
taku+Sem/see+Gram/TV+NNGIT+Gram/TV+V+Ind+1Sg+3SgO+LI	takunngilarali
taku+Sem/see+Gram/TV+NNGIT+Gram/TV+V+Ind+1Sg+3SgO+LU	takunngilaralu
taku+Sem/see+Gram/TV+V+Ind+1Sg+2PlO	takuassi
taku+Sem/see+Gram/TV+V+Ind+1Sg+2PlO+LI	takuassili
