Aasiaat+Sem/Geo+Prop+Abl+Pl	Aasiannit
nuliaq+Sem/Hfam+QAR+Sem/have+TUQ+U+Sem/copula+GUSUP+Sem/wish+GALUAR+V+Int+2Sg	nuliaqartoorusukkaluarpit
nuliaq+Sem/Hfam+QAR+Sem/have+TUQ+U+Sem/copula+GUSUP+Sem/wish+NNGIT+GALUAR+V+Ind+1Pl	nuliaqartoorusunngikkaluarpugut
nuliaq+Sem/Hfam+QAR+Sem/have+TUQ+U+Sem/copula+GUSUP+Sem/wish+NNGIT+GALUAR+V+Ind+1Sg	nuliaqartoorusunngikkaluarpunga
nuliaq+Sem/Hfam+QAR+Sem/have+TUQ+U+Sem/copula+GUSUP+Sem/wish+NNGIT+GALUAR+V+Ind+3Sg	nuliaqartoorusunngikkaluarpoq
nuliaq+Sem/Hfam+QAR+Sem/have+TUQ+U+Sem/copula+GUSUP+Sem/wish+NNGIT+GALUAR+V+Int+2Sg	nuliaqartoorusunngikkaluarpit
nuliaq+Sem/Hfam+QAR+Sem/have+TUQ+U+Sem/copula+GUSUP+Sem/wish+NNGIT+V+Ind+1Pl	nuliaqartoorusunngilagut
nuliaq+Sem/Hfam+QAR+Sem/have+TUQ+U+Sem/copula+GUSUP+Sem/wish+NNGIT+V+Ind+1Sg	nuliaqartoorusunngilanga
nuliaq+Sem/Hfam+QAR+Sem/have+TUQ+U+Sem/copula+GUSUP+Sem/wish+NNGIT+V+Ind+3Sg	nuliaqartoorusunngilaq
nuliaq+Sem/Hfam+QAR+Sem/have+TUQ+U+Sem/copula+GUSUP+Sem/wish+NNGIT+V+Int+2Sg	nuliaqartoorusunngilatit
nuliaq+Sem/Hfam+QAR+Sem/have+TUQ+U+Sem/copula+GUSUP+Sem/wish+SSA+GALUAR+V+Ind+1Pl	nuliaqartoorusussagaluarpugut
nuliaq+Sem/Hfam+QAR+Sem/have+TUQ+U+Sem/copula+GUSUP+Sem/wish+SSA+GALUAR+V+Ind+1Sg	nuliaqartoorusussagaluarpunga
nuliaq+Sem/Hfam+QAR+Sem/have+TUQ+U+Sem/copula+GUSUP+Sem/wish+SSA+GALUAR+V+Ind+3Sg	nuliaqartoorusussagaluarpoq
nuliaq+Sem/Hfam+QAR+Sem/have+TUQ+U+Sem/copula+GUSUP+Sem/wish+SSA+GALUAR+V+Int+2Sg	nuliaqartoorusussagaluarpit
nuliaq+Sem/Hfam+QAR+Sem/have+TUQ+U+Sem/copula+GUSUP+Sem/wish+SSA+NNGIT+GALUAR+V+Ind+1Pl	nuliaqartoorusussanngikkaluarpugut
nuliaq+Sem/Hfam+QAR+Sem/have+TUQ+U+Sem/copula+GUSUP+Sem/wish+SSA+NNGIT+GALUAR+V+Ind+1Sg	nuliaqartoorusussanngikkaluarpunga
nuliaq+Sem/Hfam+QAR+Sem/have+TUQ+U+Sem/copula+GUSUP+Sem/wish+SSA+NNGIT+GALUAR+V+Ind+3Sg	nuliaqartoorusussanngikkaluarpoq
nuliaq+Sem/Hfam+QAR+Sem/have+TUQ+U+Sem/copula+GUSUP+Sem/wish+SSA+NNGIT+GALUAR+V+Int+2Sg	nuliaqartoorusussanngikkaluarpit
nuliaq+Sem/Hfam+QAR+Sem/have+TUQ+U+Sem/copula+GUSUP+Sem/wish+SSA+NNGIT+V+Ind+1Pl	nuliaqartoorusussanngilagut
nuliaq+Sem/Hfam+QAR+Sem/have+TUQ+U+Sem/copula+GUSUP+Sem/wish+SSA+NNGIT+V+Ind+1Sg	nuliaqartoorusussanngilanga
nuliaq+Sem/Hfam+QAR+Sem/have+TUQ+U+Sem/copula+GUSUP+Sem/wish+SSA+NNGIT+V+Ind+3Sg	nuliaqartoorusussanngilaq
nuliaq+Sem/Hfam+QAR+Sem/have+TUQ+U+Sem/copula+GUSUP+Sem/wish+SSA+NNGIT+V+Int+2Sg	nuliaqartoorusussanngilatit
nuliaq+Sem/Hfam+QAR+Sem/have+TUQ+U+Sem/copula+GUSUP+Sem/wish+SSA+V+Ind+1Pl	nuliaqartoorusussaagut
nuliaq+Sem/Hfam+QAR+Sem/have+TUQ+U+Sem/copula+GUSUP+Sem/wish+SSA+V+Ind+1Sg	nuliaqartoorusussaanga
nuliaq+Sem/Hfam+QAR+Sem/have+TUQ+U+Sem/copula+GUSUP+Sem/wish+SSA+V+Ind+3Sg	nuliaqartoorusussaaq
nuliaq+Sem/Hfam+QAR+Sem/have+TUQ+U+Sem/copula+GUSUP+Sem/wish+SSA+V+Int+2Sg	nuliaqartoorusussavit
nuliaq+Sem/Hfam+QAR+Sem/have+TUQ+U+Sem/copula+GUSUP+Sem/wish+TAR+GALUAR+V+Ind+1Pl	nuliaqartoorusuttaraluarpugut
nuliaq+Sem/Hfam+QAR+Sem/have+TUQ+U+Sem/copula+GUSUP+Sem/wish+TAR+GALUAR+V+Ind+1Sg	nuliaqartoorusuttaraluarpunga
nuliaq+Sem/Hfam+QAR+Sem/have+TUQ+U+Sem/copula+GUSUP+Sem/wish+TAR+GALUAR+V+Ind+3Sg	nuliaqartoorusuttaraluarpoq
nuliaq+Sem/Hfam+QAR+Sem/have+TUQ+U+Sem/copula+GUSUP+Sem/wish+TAR+GALUAR+V+Int+2Sg	nuliaqartoorusuttaraluarpit
nuliaq+Sem/Hfam+QAR+Sem/have+TUQ+U+Sem/copula+GUSUP+Sem/wish+TAR+NNGIT+GALUAR+V+Ind+1Pl	nuliaqartoorusuttanngikkaluarpugut
nuliaq+Sem/Hfam+QAR+Sem/have+TUQ+U+Sem/copula+GUSUP+Sem/wish+TAR+NNGIT+GALUAR+V+Ind+1Sg	nuliaqartoorusuttanngikkaluarpunga
nuliaq+Sem/Hfam+QAR+Sem/have+TUQ+U+Sem/copula+GUSUP+Sem/wish+TAR+NNGIT+GALUAR+V+Ind+3Sg	nuliaqartoorusuttanngikkaluarpoq
nuliaq+Sem/Hfam+QAR+Sem/have+TUQ+U+Sem/copula+GUSUP+Sem/wish+TAR+NNGIT+GALUAR+V+Int+2Sg	nuliaqartoorusuttanngikkaluarpit
nuliaq+Sem/Hfam+QAR+Sem/have+TUQ+U+Sem/copula+GUSUP+Sem/wish+TAR+NNGIT+V+Ind+1Pl	nuliaqartoorusuttanngilagut
nuliaq+Sem/Hfam+QAR+Sem/have+TUQ+U+Sem/copula+GUSUP+Sem/wish+TAR+NNGIT+V+Ind+1Sg	nuliaqartoorusuttanngilanga
nuliaq+Sem/Hfam+QAR+Sem/have+TUQ+U+Sem/copula+GUSUP+Sem/wish+TAR+NNGIT+V+Ind+3Sg	nuliaqartoorusuttanngilaq
nuliaq+Sem/Hfam+QAR+Sem/have+TUQ+U+Sem/copula+GUSUP+Sem/wish+TAR+NNGIT+V+Int+2Sg	nuliaqartoorusuttanngilatit
nuliaq+Sem/Hfam+QAR+Sem/have+TUQ+U+Sem/copula+GUSUP+Sem/wish+TAR+V+Ind+1Pl	nuliaqartoorusuttarpugut
nuliaq+Sem/Hfam+QAR+Sem/have+TUQ+U+Sem/copula+GUSUP+Sem/wish+TAR+V+Ind+1Sg	nuliaqartoorusuttarpunga
nuliaq+Sem/Hfam+QAR+Sem/have+TUQ+U+Sem/copula+GUSUP+Sem/wish+TAR+V+Ind+3Sg	nuliaqartoorusuttarpoq
nuliaq+Sem/Hfam+QAR+Sem/have+TUQ+U+Sem/copula+GUSUP+Sem/wish+TAR+V+Int+2Sg	nuliaqartoorusuttarpit
nuliaq+Sem/Hfam+QAR+Sem/have+TUQ+U+Sem/copula+GUSUP+Sem/wish+V+Ind+1Pl	nuliaqartoorusuppugut
nuliaq+Sem/Hfam+QAR+Sem/have+TUQ+U+Sem/copula+GUSUP+Sem/wish+V+Ind+1Sg	nuliaqartoorusuppunga
nuliaq+Sem/Hfam+QAR+Sem/have+TUQ+U+Sem/copula+GUSUP+Sem/wish+V+Ind+3Sg	nuliaqartoorusuppoq
nuliaq+Sem/Hfam+QAR+Sem/have+TUQ+U+Sem/copula+GUSUP+Sem/wish+V+Int+2Sg	nuliaqartoorusuppit
nuliaq+Sem/Hfam+QAR+Sem/have+TUQ+U+Sem/copula+NNGIT+GALUAR+V+Ind+1Pl	nuliaqartuunngikkaluarpugut
nuliaq+Sem/Hfam+QAR+Sem/have+TUQ+U+Sem/copula+NNGIT+GALUAR+V+Ind+1Sg	nuliaqartuunngikkaluarpunga
nuliaq+Sem/Hfam+QAR+Sem/have+TUQ+U+Sem/copula+NNGIT+GALUAR+V+Ind+3Sg	nuliaqartuunngikkaluarpoq
nuliaq+Sem/Hfam+QAR+Sem/have+TUQ+U+Sem/copula+NNGIT+GALUAR+V+Int+2Sg	nuliaqartuunngikkaluarpit
nuliaq+Sem/Hfam+QAR+Sem/have+TUQ+U+Sem/copula+NNGIT+V+Ind+1Pl	nuliaqartuunngilagut
nuliaq+Sem/Hfam+QAR+Sem/have+TUQ+U+Sem/copula+NNGIT+V+Ind+1Sg	nuliaqartuunngilanga
nuliaq+Sem/Hfam+QAR+Sem/have+TUQ+U+Sem/copula+NNGIT+V+Ind+3Sg	nuliaqartuunngilaq
nuliaq+Sem/Hfam+QAR+Sem/have+TUQ+U+Sem/copula+NNGIT+V+Int+2Sg	nuliaqartuunngilatit
nuliaq+Sem/Hfam+QAR+Sem/have+TUQ+U+Sem/copula+SSA+GALUAR+V+Ind+1Pl	nuliaqartuussagaluarpugut
nuliaq+Sem/Hfam+QAR+Sem/have+TUQ+U+Sem/copula+SSA+GALUAR+V+Ind+1Sg	nuliaqartuussagaluarpunga
nuliaq+Sem/Hfam+QAR+Sem/have+TUQ+U+Sem/copula+SSA+GALUAR+V+Ind+3Sg	nuliaqartuussagaluarpoq
nuliaq+Sem/Hfam+QAR+Sem/have+TUQ+U+Sem/copula+SSA+GALUAR+V+Int+2Sg	nuliaqartuussagaluarpit
nuliaq+Sem/Hfam+QAR+Sem/have+TUQ+U+Sem/copula+SSA+NNGIT+GALUAR+V+Ind+1Pl	nuliaqartuussanngikkaluarpugut
nuliaq+Sem/Hfam+QAR+Sem/have+TUQ+U+Sem/copula+SSA+NNGIT+GALUAR+V+Ind+1Sg	nuliaqartuussanngikkaluarpunga
nuliaq+Sem/Hfam+QAR+Sem/have+TUQ+U+Sem/copula+SSA+NNGIT+GALUAR+V+Ind+3Sg	nuliaqartuussanngikkaluarpoq
nuliaq+Sem/Hfam+QAR+Sem/have+TUQ+U+Sem/copula+SSA+NNGIT+GALUAR+V+Int+2Sg	nuliaqartuussanngikkaluarpit
nuliaq+Sem/Hfam+QAR+Sem/have+TUQ+U+Sem/copula+SSA+NNGIT+V+Ind+1Pl	nuliaqartuussanngilagut
nuliaq+Sem/Hfam+QAR+Sem/have+TUQ+U+Sem/copula+SSA+NNGIT+V+Ind+1Sg	nuliaqartuussanngilanga
nuliaq+Sem/Hfam+QAR+Sem/have+TUQ+U+Sem/copula+SSA+NNGIT+V+Ind+3Sg	nuliaqartuussanngilaq
nuliaq+Sem/Hfam+QAR+Sem/have+TUQ+U+Sem/copula+SSA+NNGIT+V+Int+2Sg	nuliaqartuussanngilatit
nuliaq+Sem/Hfam+QAR+Sem/have+TUQ+U+Sem/copula+SSA+V+Ind+1Pl	nuliaqartuussaagut
nuliaq+Sem/Hfam+QAR+Sem/have+TUQ+U+Sem/copula+SSA+V+Ind+1Sg	nuliaqartuussaanga
nuliaq+Sem/Hfam+QAR+Sem/have+TUQ+U+Sem/copula+SSA+V+Ind+3Sg	nuliaqartuussaaq
nuliaq+Sem/Hfam+QAR+Sem/have+TUQ+U+Sem/copula+SSA+V+Int+2Sg	nuliaqartuussavit
nuliaq+Sem/Hfam+QAR+Sem/have+TUQ+U+Sem/copula+TAR+GALUAR+V+Ind+1Pl	nuliaqartuusaraluarpugut
nuliaq+Sem/Hfam+QAR+Sem/have+TUQ+U+Sem/copula+TAR+GALUAR+V+Ind+1Sg	nuliaqartuusaraluarpunga
nuliaq+Sem/Hfam+QAR+Sem/have+TUQ+U+Sem/copula+TAR+GALUAR+V+Ind+3Sg	nuliaqartuusaraluarpoq
nuliaq+Sem/Hfam+QAR+Sem/have+TUQ+U+Sem/copula+TAR+GALUAR+V+Int+2Sg	nuliaqartuusaraluarpit
nuliaq+Sem/Hfam+QAR+Sem/have+TUQ+U+Sem/copula+TAR+NNGIT+GALUAR+V+Ind+1Pl	nuliaqartuusanngikkaluarpugut
nuliaq+Sem/Hfam+QAR+Sem/have+TUQ+U+Sem/copula+TAR+NNGIT+GALUAR+V+Ind+1Sg	nuliaqartuusanngikkaluarpunga
nuliaq+Sem/Hfam+QAR+Sem/have+TUQ+U+Sem/copula+TAR+NNGIT+GALUAR+V+Ind+3Sg	nuliaqartuusanngikkaluarpoq
nuliaq+Sem/Hfam+QAR+Sem/have+TUQ+U+Sem/copula+TAR+NNGIT+GALUAR+V+Int+2Sg	nuliaqartuusanngikkaluarpit
nuliaq+Sem/Hfam+QAR+Sem/have+TUQ+U+Sem/copula+TAR+NNGIT+V+Ind+1Pl	nuliaqartuusanngilagut
nuliaq+Sem/Hfam+QAR+Sem/have+TUQ+U+Sem/copula+TAR+NNGIT+V+Ind+1Sg	nuliaqartuusanngilanga
nuliaq+Sem/Hfam+QAR+Sem/have+TUQ+U+Sem/copula+TAR+NNGIT+V+Ind+3Sg	nuliaqartuusanngilaq
nuliaq+Sem/Hfam+QAR+Sem/have+TUQ+U+Sem/copula+TAR+NNGIT+V+Int+2Sg	nuliaqartuusanngilatit
nuliaq+Sem/Hfam+QAR+Sem/have+TUQ+U+Sem/copula+TAR+V+Ind+1Pl	nuliaqartuusarpugut
nuliaq+Sem/Hfam+QAR+Sem/have+TUQ+U+Sem/copula+TAR+V+Ind+1Sg	nuliaqartuusarpunga
nuliaq+Sem/Hfam+QAR+Sem/have+TUQ+U+Sem/copula+TAR+V+Ind+3Sg	nuliaqartuusarpoq
nuliaq+Sem/Hfam+QAR+Sem/have+TUQ+U+Sem/copula+TAR+V+Int+2Sg	nuliaqartuusarpit
nuliaq+Sem/Hfam+QAR+Sem/have+TUQ+U+Sem/copula+TARIAQAR+GALUAR+V+Ind+1Pl	nuliaqartuusariaqaraluarpugut
nuliaq+Sem/Hfam+QAR+Sem/have+TUQ+U+Sem/copula+TARIAQAR+GALUAR+V+Ind+1Sg	nuliaqartuusariaqaraluarpunga
nuliaq+Sem/Hfam+QAR+Sem/have+TUQ+U+Sem/copula+TARIAQAR+GALUAR+V+Ind+3Sg	nuliaqartuusariaqaraluarpoq
nuliaq+Sem/Hfam+QAR+Sem/have+TUQ+U+Sem/copula+TARIAQAR+GALUAR+V+Int+2Sg	nuliaqartuusariaqaraluarpit
nuliaq+Sem/Hfam+QAR+Sem/have+TUQ+U+Sem/copula+TARIAQAR+NNGIT+GALUAR+V+Ind+1Pl	nuliaqartuusariaqanngikkaluarpugut
nuliaq+Sem/Hfam+QAR+Sem/have+TUQ+U+Sem/copula+TARIAQAR+NNGIT+GALUAR+V+Ind+1Sg	nuliaqartuusariaqanngikkaluarpunga
nuliaq+Sem/Hfam+QAR+Sem/have+TUQ+U+Sem/copula+TARIAQAR+NNGIT+GALUAR+V+Ind+3Sg	nuliaqartuusariaqanngikkaluarpoq
nuliaq+Sem/Hfam+QAR+Sem/have+TUQ+U+Sem/copula+TARIAQAR+NNGIT+GALUAR+V+Int+2Sg	nuliaqartuusariaqanngikkaluarpit
nuliaq+Sem/Hfam+QAR+Sem/have+TUQ+U+Sem/copula+TARIAQAR+NNGIT+V+Ind+1Pl	nuliaqartuusariaqanngilagut
nuliaq+Sem/Hfam+QAR+Sem/have+TUQ+U+Sem/copula+TARIAQAR+NNGIT+V+Ind+1Sg	nuliaqartuusariaqanngilanga
nuliaq+Sem/Hfam+QAR+Sem/have+TUQ+U+Sem/copula+TARIAQAR+NNGIT+V+Ind+3Sg	nuliaqartuusariaqanngilaq
nuliaq+Sem/Hfam+QAR+Sem/have+TUQ+U+Sem/copula+TARIAQAR+NNGIT+V+Int+2Sg	nuliaqartuusariaqanngilatit
nuliaq+Sem/Hfam+QAR+Sem/have+TUQ+U+Sem/copula+TARIAQAR+TAR+GALUAR+V+Ind+1Pl	nuliaqartuusariaqartaraluarpugut
nuliaq+Sem/Hfam+QAR+Sem/have+TUQ+U+Sem/copula+TARIAQAR+TAR+GALUAR+V+Ind+1Sg	nuliaqartuusariaqartaraluarpunga
nuliaq+Sem/Hfam+QAR+Sem/have+TUQ+U+Sem/copula+TARIAQAR+TAR+GALUAR+V+Ind+3Sg	nuliaqartuusariaqartaraluarpoq
nuliaq+Sem/Hfam+QAR+Sem/have+TUQ+U+Sem/copula+TARIAQAR+TAR+GALUAR+V+Int+2Sg	nuliaqartuusariaqartaraluarpit
nuliaq+Sem/Hfam+QAR+Sem/have+TUQ+U+Sem/copula+TARIAQAR+TAR+NNGIT+GALUAR+V+Ind+1Pl	nuliaqartuusariaqartanngikkaluarpugut
nuliaq+Sem/Hfam+QAR+Sem/have+TUQ+U+Sem/copula+TARIAQAR+TAR+NNGIT+GALUAR+V+Ind+1Sg	nuliaqartuusariaqartanngikkaluarpunga
nuliaq+Sem/Hfam+QAR+Sem/have+TUQ+U+Sem/copula+TARIAQAR+TAR+NNGIT+GALUAR+V+Ind+3Sg	nuliaqartuusariaqartanngikkaluarpoq
nuliaq+Sem/Hfam+QAR+Sem/have+TUQ+U+Sem/copula+TARIAQAR+TAR+NNGIT+GALUAR+V+Int+2Sg	nuliaqartuusariaqartanngikkaluarpit
nuliaq+Sem/Hfam+QAR+Sem/have+TUQ+U+Sem/copula+TARIAQAR+TAR+NNGIT+V+Ind+1Pl	nuliaqartuusariaqartanngilagut
nuliaq+Sem/Hfam+QAR+Sem/have+TUQ+U+Sem/copula+TARIAQAR+TAR+NNGIT+V+Ind+1Sg	nuliaqartuusariaqartanngilanga
nuliaq+Sem/Hfam+QAR+Sem/have+TUQ+U+Sem/copula+TARIAQAR+TAR+NNGIT+V+Ind+3Sg	nuliaqartuusariaqartanngilaq
nuliaq+Sem/Hfam+QAR+Sem/have+TUQ+U+Sem/copula+TARIAQAR+TAR+NNGIT+V+Int+2Sg	nuliaqartuusariaqartanngilatit
nuliaq+Sem/Hfam+QAR+Sem/have+TUQ+U+Sem/copula+TARIAQAR+TAR+V+Ind+1Pl	nuliaqartuusariaqartarpugut
nuliaq+Sem/Hfam+QAR+Sem/have+TUQ+U+Sem/copula+TARIAQAR+TAR+V+Ind+1Sg	nuliaqartuusariaqartarpunga
nuliaq+Sem/Hfam+QAR+Sem/have+TUQ+U+Sem/copula+TARIAQAR+TAR+V+Ind+3Sg	nuliaqartuusariaqartarpoq
nuliaq+Sem/Hfam+QAR+Sem/have+TUQ+U+Sem/copula+TARIAQAR+TAR+V+Int+2Sg	nuliaqartuusariaqartarpit
nuliaq+Sem/Hfam+QAR+Sem/have+TUQ+U+Sem/copula+TARIAQAR+V+Ind+1Pl	nuliaqartuusariaqarpugut
nuliaq+Sem/Hfam+QAR+Sem/have+TUQ+U+Sem/copula+TARIAQAR+V+Ind+1Sg	nuliaqartuusariaqarpunga
nuliaq+Sem/Hfam+QAR+Sem/have+TUQ+U+Sem/copula+TARIAQAR+V+Ind+3Sg	nuliaqartuusariaqarpoq
nuliaq+Sem/Hfam+QAR+Sem/have+TUQ+U+Sem/copula+TARIAQAR+V+Int+2Sg	nuliaqartuusariaqarpit
nuliaq+Sem/Hfam+QAR+Sem/have+TUQ+U+Sem/copula+V+Ind+1Pl	nuliaqartuuvugut
nuliaq+Sem/Hfam+QAR+Sem/have+TUQ+U+Sem/copula+V+Ind+1Sg	nuliaqartuuvunga
nuliaq+Sem/Hfam+QAR+Sem/have+TUQ+U+Sem/copula+V+Ind+3Sg	nuliaqartuuvoq
nuliaq+Sem/Hfam+QAR+Sem/have+TUQ+U+Sem/copula+V+Int+2Sg	nuliaqartuuit
nuliaq+Sem/Hfam+QAR+Sem/have+V+Ind+1Pl	nuliaqarpugut
nuliaq+Sem/Hfam+QAR+Sem/have+V+Ind+1Sg	nuliaqarpunga
nuliaq+Sem/Hfam+QAR+Sem/have+V+Ind+3Sg	nuliaqarpoq
nuliaq+Sem/Hfam+QAR+Sem/have+V+Int+2Sg	nuliaqarpit
nuliaq+Sem/Hfam+U+Sem/be_copula+GALUAR+V+Ind+1Pl	nuliaagaluarpugut
nuliaq+Sem/Hfam+U+Sem/be_copula+GALUAR+V+Ind+1Sg	nuliaagaluarpunga
nuliaq+Sem/Hfam+U+Sem/be_copula+GALUAR+V+Ind+3Sg	nuliaagaluarpoq
nuliaq+Sem/Hfam+U+Sem/be_copula+GALUAR+V+Int+2Sg	nuliaagaluarpit
nuliaq+Sem/Hfam+U+Sem/be_copula+GUSUP+Sem/wish+GALUAR+V+Ind+1Pl	nuliaarusukkaluarpugut
nuliaq+Sem/Hfam+U+Sem/be_copula+GUSUP+Sem/wish+GALUAR+V+Ind+1Sg	nuliaarusukkaluarpunga
nuliaq+Sem/Hfam+U+Sem/be_copula+GUSUP+Sem/wish+GALUAR+V+Ind+3Sg	nuliaarusukkaluarpoq
nuliaq+Sem/Hfam+U+Sem/be_copula+GUSUP+Sem/wish+GALUAR+V+Int+2Sg	nuliaarusukkaluarpit
nuliaq+Sem/Hfam+U+Sem/be_copula+GUSUP+Sem/wish+NNGIT+GALUAR+V+Ind+1Pl	nuliaarusunngikkaluarpugut
nuliaq+Sem/Hfam+U+Sem/be_copula+GUSUP+Sem/wish+NNGIT+GALUAR+V+Ind+1Sg	nuliaarusunngikkaluarpunga
nuliaq+Sem/Hfam+U+Sem/be_copula+GUSUP+Sem/wish+NNGIT+GALUAR+V+Ind+3Sg	nuliaarusunngikkaluarpoq
nuliaq+Sem/Hfam+U+Sem/be_copula+GUSUP+Sem/wish+NNGIT+GALUAR+V+Int+2Sg	nuliaarusunngikkaluarpit
nuliaq+Sem/Hfam+U+Sem/be_copula+GUSUP+Sem/wish+NNGIT+V+Ind+1Pl	nuliaarusunngilagut
nuliaq+Sem/Hfam+U+Sem/be_copula+GUSUP+Sem/wish+NNGIT+V+Ind+1Sg	nuliaarusunngilanga
nuliaq+Sem/Hfam+U+Sem/be_copula+GUSUP+Sem/wish+NNGIT+V+Ind+3Sg	nuliaarusunngilaq
nuliaq+Sem/Hfam+U+Sem/be_copula+GUSUP+Sem/wish+NNGIT+V+Int+2Sg	nuliaarusunngilatit
nuliaq+Sem/Hfam+U+Sem/be_copula+GUSUP+Sem/wish+SSA+GALUAR+V+Ind+1Pl	nuliaarusussagaluarpugut
nuliaq+Sem/Hfam+U+Sem/be_copula+GUSUP+Sem/wish+SSA+GALUAR+V+Ind+1Sg	nuliaarusussagaluarpunga
nuliaq+Sem/Hfam+U+Sem/be_copula+GUSUP+Sem/wish+SSA+GALUAR+V+Ind+3Sg	nuliaarusussagaluarpoq
nuliaq+Sem/Hfam+U+Sem/be_copula+GUSUP+Sem/wish+SSA+GALUAR+V+Int+2Sg	nuliaarusussagaluarpit
nuliaq+Sem/Hfam+U+Sem/be_copula+GUSUP+Sem/wish+SSA+NNGIT+GALUAR+V+Ind+1Pl	nuliaarusussanngikkaluarpugut
nuliaq+Sem/Hfam+U+Sem/be_copula+GUSUP+Sem/wish+SSA+NNGIT+GALUAR+V+Ind+1Sg	nuliaarusussanngikkaluarpunga
nuliaq+Sem/Hfam+U+Sem/be_copula+GUSUP+Sem/wish+SSA+NNGIT+GALUAR+V+Ind+3Sg	nuliaarusussanngikkaluarpoq
nuliaq+Sem/Hfam+U+Sem/be_copula+GUSUP+Sem/wish+SSA+NNGIT+GALUAR+V+Int+2Sg	nuliaarusussanngikkaluarpit
nuliaq+Sem/Hfam+U+Sem/be_copula+GUSUP+Sem/wish+SSA+NNGIT+V+Ind+1Pl	nuliaarusussanngilagut
nuliaq+Sem/Hfam+U+Sem/be_copula+GUSUP+Sem/wish+SSA+NNGIT+V+Ind+1Sg	nuliaarusussanngilanga
nuliaq+Sem/Hfam+U+Sem/be_copula+GUSUP+Sem/wish+SSA+NNGIT+V+Ind+3Sg	nuliaarusussanngilaq
nuliaq+Sem/Hfam+U+Sem/be_copula+GUSUP+Sem/wish+SSA+NNGIT+V+Int+2Sg	nuliaarusussanngilatit
nuliaq+Sem/Hfam+U+Sem/be_copula+GUSUP+Sem/wish+SSA+V+Ind+1Pl	nuliaarusussaagut
nuliaq+Sem/Hfam+U+Sem/be_copula+GUSUP+Sem/wish+SSA+V+Ind+1Sg	nuliaarusussaanga
nuliaq+Sem/Hfam+U+Sem/be_copula+GUSUP+Sem/wish+SSA+V+Ind+3Sg	nuliaarusussaaq
nuliaq+Sem/Hfam+U+Sem/be_copula+GUSUP+Sem/wish+SSA+V+Int+2Sg	nuliaarusussavit
nuliaq+Sem/Hfam+U+Sem/be_copula+GUSUP+Sem/wish+TAR+GALUAR+V+Ind+1Pl	nuliaarusuttaraluarpugut
nuliaq+Sem/Hfam+U+Sem/be_copula+GUSUP+Sem/wish+TAR+GALUAR+V+Ind+1Sg	nuliaarusuttaraluarpunga
nuliaq+Sem/Hfam+U+Sem/be_copula+GUSUP+Sem/wish+TAR+GALUAR+V+Ind+3Sg	nuliaarusuttaraluarpoq
nuliaq+Sem/Hfam+U+Sem/be_copula+GUSUP+Sem/wish+TAR+GALUAR+V+Int+2Sg	nuliaarusuttaraluarpit
nuliaq+Sem/Hfam+U+Sem/be_copula+GUSUP+Sem/wish+TAR+NNGIT+GALUAR+V+Ind+1Pl	nuliaarusuttanngikkaluarpugut
nuliaq+Sem/Hfam+U+Sem/be_copula+GUSUP+Sem/wish+TAR+NNGIT+GALUAR+V+Ind+1Sg	nuliaarusuttanngikkaluarpunga
nuliaq+Sem/Hfam+U+Sem/be_copula+GUSUP+Sem/wish+TAR+NNGIT+GALUAR+V+Ind+3Sg	nuliaarusuttanngikkaluarpoq
nuliaq+Sem/Hfam+U+Sem/be_copula+GUSUP+Sem/wish+TAR+NNGIT+GALUAR+V+Int+2Sg	nuliaarusuttanngikkaluarpit
nuliaq+Sem/Hfam+U+Sem/be_copula+GUSUP+Sem/wish+TAR+NNGIT+V+Ind+1Pl	nuliaarusuttanngilagut
nuliaq+Sem/Hfam+U+Sem/be_copula+GUSUP+Sem/wish+TAR+NNGIT+V+Ind+1Sg	nuliaarusuttanngilanga
nuliaq+Sem/Hfam+U+Sem/be_copula+GUSUP+Sem/wish+TAR+NNGIT+V+Ind+3Sg	nuliaarusuttanngilaq
nuliaq+Sem/Hfam+U+Sem/be_copula+GUSUP+Sem/wish+TAR+NNGIT+V+Int+2Sg	nuliaarusuttanngilatit
nuliaq+Sem/Hfam+U+Sem/be_copula+GUSUP+Sem/wish+TAR+V+Ind+1Pl	nuliaarusuttarpugut
nuliaq+Sem/Hfam+U+Sem/be_copula+GUSUP+Sem/wish+TAR+V+Ind+1Sg	nuliaarusuttarpunga
nuliaq+Sem/Hfam+U+Sem/be_copula+GUSUP+Sem/wish+TAR+V+Ind+3Sg	nuliaarusuttarpoq
nuliaq+Sem/Hfam+U+Sem/be_copula+GUSUP+Sem/wish+TAR+V+Int+2Sg	nuliaarusuttarpit
nuliaq+Sem/Hfam+U+Sem/be_copula+GUSUP+Sem/wish+V+Ind+1Pl	nuliaarusuppugut
nuliaq+Sem/Hfam+U+Sem/be_copula+GUSUP+Sem/wish+V+Ind+1Sg	nuliaarusuppunga
nuliaq+Sem/Hfam+U+Sem/be_copula+GUSUP+Sem/wish+V+Ind+3Sg	nuliaarusuppoq
nuliaq+Sem/Hfam+U+Sem/be_copula+GUSUP+Sem/wish+V+Int+2Sg	nuliaarusuppit
nuliaq+Sem/Hfam+U+Sem/be_copula+NNGIT+GALUAR+V+Ind+1Pl	nuliaanngikkaluarpugut
nuliaq+Sem/Hfam+U+Sem/be_copula+NNGIT+GALUAR+V+Ind+1Sg	nuliaanngikkaluarpunga
