taanna	TA+una+Gram/Dem+Pron+Abs+Sg
Rosingiunngilanga	Rosing+Sem/Hum+Prop+U+Sem/be_copula+Gram/IV+NNGIT+V+Ind+1Sg
Rosingiunngilangali	Rosing+Sem/Hum+Prop+U+Sem/be_copula+Gram/IV+NNGIT+V+Ind+1Sg+LI
Rosingiunngilangalu	Rosing+Sem/Hum+Prop+U+Sem/be_copula+Gram/IV+NNGIT+V+Ind+1Sg+LU
Rosingiunngilatilli	Rosing+Sem/Hum+Prop+U+Sem/be_copula+Gram/IV+NNGIT+V+Int+2Sg+LI
Rosingiunngilatillu	Rosing+Sem/Hum+Prop+U+Sem/be_copula+Gram/IV+NNGIT+V+Int+2Sg+LU
Rosingiunngilatit	Rosing+Sem/Hum+Prop+U+Sem/be_copula+Gram/IV+NNGIT+V+Int+2Sg
Rosingiorusussavilli	Rosing+Sem/Hum+Prop+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+SSA+V+Int+2Sg+LI
Rosingiorusussavillu	Rosing+Sem/Hum+Prop+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+SSA+V+Int+2Sg+LU
Rosingiorusussavit	Rosing+Sem/Hum+Prop+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+SSA+V+Int+2Sg
Rosingiorusussanngilaq	Rosing+Sem/Hum+Prop+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+SSA+NNGIT+V+Ind+3Sg
Rosingiorusussanngilarli	Rosing+Sem/Hum+Prop+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+SSA+NNGIT+V+Ind+3Sg+LI
Rosingiorusussanngilarlu	Rosing+Sem/Hum+Prop+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+SSA+NNGIT+V+Ind+3Sg+LU
Rosingiorusussanngilanga	Rosing+Sem/Hum+Prop+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+SSA+NNGIT+V+Ind+1Sg
Rosingiorusussanngilangali	Rosing+Sem/Hum+Prop+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+SSA+NNGIT+V+Ind+1Sg+LI
Rosingiorusussanngilangalu	Rosing+Sem/Hum+Prop+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+SSA+NNGIT+V+Ind+1Sg+LU
Rosingiorusussanngilatilli	Rosing+Sem/Hum+Prop+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+SSA+NNGIT+V+Int+2Sg+LI
Rosingiorusussanngilatillu	Rosing+Sem/Hum+Prop+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+SSA+NNGIT+V+Int+2Sg+LU
Rosingiorusussanngilatit	Rosing+Sem/Hum+Prop+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+SSA+NNGIT+V+Int+2Sg
Rosingiorusussaaq	Rosing+Sem/Hum+Prop+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+SSA+V+Ind+3Sg
Rosingiorusussaarli	Rosing+Sem/Hum+Prop+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+SSA+V+Ind+3Sg+LI
Rosingiorusussaarlu	Rosing+Sem/Hum+Prop+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+SSA+V+Ind+3Sg+LU
Rosingiorusussaanga	Rosing+Sem/Hum+Prop+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+SSA+V+Ind+1Sg
Rosingiorusussaangali	Rosing+Sem/Hum+Prop+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+SSA+V+Ind+1Sg+LI
Rosingiorusussaangalu	Rosing+Sem/Hum+Prop+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+SSA+V+Ind+1Sg+LU
Rosingiorusuppilli	Rosing+Sem/Hum+Prop+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+V+Int+2Sg+LI
Rosingiorusuppillu	Rosing+Sem/Hum+Prop+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+V+Int+2Sg+LU
Rosingiorusuppit	Rosing+Sem/Hum+Prop+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+V+Int+2Sg
Rosingiorusuppoq	Rosing+Sem/Hum+Prop+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+V+Ind+3Sg
Rosingiorusupporli	Rosing+Sem/Hum+Prop+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+V+Ind+3Sg+LI
Rosingiorusupporlu	Rosing+Sem/Hum+Prop+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+V+Ind+3Sg+LU
Rosingiorusuppunga	Rosing+Sem/Hum+Prop+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+V+Ind+1Sg
Rosingiorusuppungali	Rosing+Sem/Hum+Prop+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+V+Ind+1Sg+LI
Rosingiorusuppungalu	Rosing+Sem/Hum+Prop+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+V+Ind+1Sg+LU
Rosingiorusunngilaq	Rosing+Sem/Hum+Prop+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+NNGIT+V+Ind+3Sg
Rosingiorusunngilarli	Rosing+Sem/Hum+Prop+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+NNGIT+V+Ind+3Sg+LI
Rosingiorusunngilarlu	Rosing+Sem/Hum+Prop+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+NNGIT+V+Ind+3Sg+LU
Rosingiorusunngilanga	Rosing+Sem/Hum+Prop+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+NNGIT+V+Ind+1Sg
Rosingiorusunngilangali	Rosing+Sem/Hum+Prop+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+NNGIT+V+Ind+1Sg+LI
Rosingiorusunngilangalu	Rosing+Sem/Hum+Prop+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+NNGIT+V+Ind+1Sg+LU
Rosingiorusunngilatilli	Rosing+Sem/Hum+Prop+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+NNGIT+V+Int+2Sg+LI
Rosingiorusunngilatillu	Rosing+Sem/Hum+Prop+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+NNGIT+V+Int+2Sg+LU
Rosingiorusunngilatit	Rosing+Sem/Hum+Prop+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+NNGIT+V+Int+2Sg
Rosingi	Rosing+Sem/Hum+Prop+Abs+Sg+Orth/Alt
Rosingili	Rosing+Sem/Hum+Prop+Abs+Sg+LI
Rosingilu	Rosing+Sem/Hum+Prop+Abs+Sg+LU
Rosing	Rosing+Sem/Hum+Prop+Abs+Sg
Qaqortumik	Qaqortoq+Sem/Geo+Prop+Ins+Sg
Qaqortumilli	Qaqortoq+Sem/Geo+Prop+Ins+Sg+LI
Qaqortumillu	Qaqortoq+Sem/Geo+Prop+Ins+Sg+LU
Qaqortumilli	Qaqortoq+Sem/Geo+Prop+Abl+Sg+LI
Qaqortumillu	Qaqortoq+Sem/Geo+Prop+Abl+Sg+LU
Qaqortumit	Qaqortoq+Sem/Geo+Prop+Abl+Sg
Qaqortumi	Qaqortoq+Sem/Geo+Prop+Lok+Sg
Qaqortumili	Qaqortoq+Sem/Geo+Prop+Lok+Sg+LI
Qaqortumilu	Qaqortoq+Sem/Geo+Prop+Lok+Sg+LU
Qaqortumulli	Qaqortoq+Sem/Geo+Prop+Trm+Sg+LI
Qaqortumullu	Qaqortoq+Sem/Geo+Prop+Trm+Sg+LU
Qaqortumut	Qaqortoq+Sem/Geo+Prop+Trm+Sg
Qaqortuuvoq	Qaqortoq+Sem/Geo+Prop+U+Sem/be_copula+V+Ind+3Sg
Qaqortuuvorli	Qaqortoq+Sem/Geo+Prop+U+Sem/be_copula+V+Ind+3Sg+LI
Qaqortuuvorlu	Qaqortoq+Sem/Geo+Prop+U+Sem/be_copula+V+Ind+3Sg+LU
Qaqortuunngilaq	Qaqortoq+Sem/Geo+Prop+U+Sem/be_copula+Gram/IV+NNGIT+V+Ind+3Sg
Qaqortuunngilarli	Qaqortoq+Sem/Geo+Prop+U+Sem/be_copula+Gram/IV+NNGIT+V+Ind+3Sg+LI
Qaqortuunngilarlu	Qaqortoq+Sem/Geo+Prop+U+Sem/be_copula+Gram/IV+NNGIT+V+Ind+3Sg+LU
Qaqortormiuuvunga	Qaqortoq+Sem/Geo+Prop+MIU+U+Sem/be_copula+V+Ind+1Sg
Qaqortormiuuvungali	Qaqortoq+Sem/Geo+Prop+MIU+U+Sem/be_copula+V+Ind+1Sg+LI
Qaqortormiuuvungalu	Qaqortoq+Sem/Geo+Prop+MIU+U+Sem/be_copula+V+Ind+1Sg+LU
Qaqortormiuuvoq	Qaqortoq+Sem/Geo+Prop+MIU+U+Sem/be_copula+V+Ind+3Sg
Qaqortormiuuvorli	Qaqortoq+Sem/Geo+Prop+MIU+U+Sem/be_copula+V+Ind+3Sg+LI
Qaqortormiuuvorlu	Qaqortoq+Sem/Geo+Prop+MIU+U+Sem/be_copula+V+Ind+3Sg+LU
Qaqortormiuussavilli	Qaqortoq+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+SSA+V+Int+2Sg+LI
Qaqortormiuussavillu	Qaqortoq+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+SSA+V+Int+2Sg+LU
Qaqortormiuussavit	Qaqortoq+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+SSA+V+Int+2Sg
Qaqortormiuussanngilaq	Qaqortoq+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+SSA+NNGIT+V+Ind+3Sg
Qaqortormiuussanngilarli	Qaqortoq+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+SSA+NNGIT+V+Ind+3Sg+LI
Qaqortormiuussanngilarlu	Qaqortoq+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+SSA+NNGIT+V+Ind+3Sg+LU
Qaqortormiuussanngilanga	Qaqortoq+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+SSA+NNGIT+V+Ind+1Sg
Qaqortormiuussanngilangali	Qaqortoq+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+SSA+NNGIT+V+Ind+1Sg+LI
Qaqortormiuussanngilangalu	Qaqortoq+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+SSA+NNGIT+V+Ind+1Sg+LU
Qaqortormiuussanngilatilli	Qaqortoq+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+SSA+NNGIT+V+Int+2Sg+LI
Qaqortormiuussanngilatillu	Qaqortoq+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+SSA+NNGIT+V+Int+2Sg+LU
Qaqortormiuussanngilatit	Qaqortoq+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+SSA+NNGIT+V+Int+2Sg
Qaqortormiuussaaq	Qaqortoq+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+SSA+V+Ind+3Sg
Qaqortormiuussaarli	Qaqortoq+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+SSA+V+Ind+3Sg+LI
Qaqortormiuussaarlu	Qaqortoq+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+SSA+V+Ind+3Sg+LU
Qaqortormiuussaanga	Qaqortoq+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+SSA+V+Ind+1Sg
Qaqortormiuussaangali	Qaqortoq+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+SSA+V+Ind+1Sg+LI
Qaqortormiuussaangalu	Qaqortoq+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+SSA+V+Ind+1Sg+LU
Qaqortormiuuilli	Qaqortoq+Sem/Geo+Prop+MIU+U+Sem/be_copula+V+Int+2Sg+LI
Qaqortormiuuillu	Qaqortoq+Sem/Geo+Prop+MIU+U+Sem/be_copula+V+Int+2Sg+LU
Qaqortormiuuit	Qaqortoq+Sem/Geo+Prop+MIU+U+Sem/be_copula+V+Int+2Sg
Qaqortormiuunngilaq	Qaqortoq+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+NNGIT+V+Ind+3Sg
Qaqortormiuunngilarli	Qaqortoq+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+NNGIT+V+Ind+3Sg+LI
Qaqortormiuunngilarlu	Qaqortoq+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+NNGIT+V+Ind+3Sg+LU
Qaqortormiuunngilanga	Qaqortoq+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+NNGIT+V+Ind+1Sg
Qaqortormiuunngilangali	Qaqortoq+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+NNGIT+V+Ind+1Sg+LI
Qaqortormiuunngilangalu	Qaqortoq+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+NNGIT+V+Ind+1Sg+LU
Qaqortormiuunngilatilli	Qaqortoq+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+NNGIT+V+Int+2Sg+LI
Qaqortormiuunngilatillu	Qaqortoq+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+NNGIT+V+Int+2Sg+LU
Qaqortormiuunngilatit	Qaqortoq+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+NNGIT+V+Int+2Sg
Qaqortormiumik	Qaqortoq+Sem/Geo+Prop+MIU+N+Ins+Sg
Qaqortormiumilli	Qaqortoq+Sem/Geo+Prop+MIU+N+Ins+Sg+LI
Qaqortormiumillu	Qaqortoq+Sem/Geo+Prop+MIU+N+Ins+Sg+LU
Qaqortormiumilli	Qaqortoq+Sem/Geo+Prop+MIU+N+Abl+Sg+LI
Qaqortormiumillu	Qaqortoq+Sem/Geo+Prop+MIU+N+Abl+Sg+LU
Qaqortormiumit	Qaqortoq+Sem/Geo+Prop+MIU+N+Abl+Sg
Qaqortormiumi	Qaqortoq+Sem/Geo+Prop+MIU+N+Lok+Sg
Qaqortormiumili	Qaqortoq+Sem/Geo+Prop+MIU+N+Lok+Sg+LI
Qaqortormiumilu	Qaqortoq+Sem/Geo+Prop+MIU+N+Lok+Sg+LU
Qaqortormiumulli	Qaqortoq+Sem/Geo+Prop+MIU+N+Trm+Sg+LI
Qaqortormiumullu	Qaqortoq+Sem/Geo+Prop+MIU+N+Trm+Sg+LU
Qaqortormiumut	Qaqortoq+Sem/Geo+Prop+MIU+N+Trm+Sg
Qaqortormiu	Qaqortoq+Sem/Geo+Prop+MIU+N+Abs+Sg
Qaqortormiuli	Qaqortoq+Sem/Geo+Prop+MIU+N+Abs+Sg+LI
Qaqortormiulu	Qaqortoq+Sem/Geo+Prop+MIU+N+Abs+Sg+LU
Qaqortormioqarpoq	Qaqortoq+Sem/Geo+Prop+MIU+QAR+Sem/have+V+Ind+3Sg
Qaqortormioqarporli	Qaqortoq+Sem/Geo+Prop+MIU+QAR+Sem/have+V+Ind+3Sg+LI
Qaqortormioqarporlu	Qaqortoq+Sem/Geo+Prop+MIU+QAR+Sem/have+V+Ind+3Sg+LU
Qaqortormioqarusussanngilaq	Qaqortoq+Sem/Geo+Prop+MIU+QAR+Sem/have+Gram/IV+GUSUP+Sem/wish+SSA+NNGIT+V+Ind+3Sg
Qaqortormioqarusussanngilarli	Qaqortoq+Sem/Geo+Prop+MIU+QAR+Sem/have+Gram/IV+GUSUP+Sem/wish+SSA+NNGIT+V+Ind+3Sg+LI
Qaqortormioqarusussanngilarlu	Qaqortoq+Sem/Geo+Prop+MIU+QAR+Sem/have+Gram/IV+GUSUP+Sem/wish+SSA+NNGIT+V+Ind+3Sg+LU
Qaqortormioqarusussaaq	Qaqortoq+Sem/Geo+Prop+MIU+QAR+Sem/have+Gram/IV+GUSUP+Sem/wish+SSA+V+Ind+3Sg
Qaqortormioqarusussaarli	Qaqortoq+Sem/Geo+Prop+MIU+QAR+Sem/have+Gram/IV+GUSUP+Sem/wish+SSA+V+Ind+3Sg+LI
Qaqortormioqarusussaarlu	Qaqortoq+Sem/Geo+Prop+MIU+QAR+Sem/have+Gram/IV+GUSUP+Sem/wish+SSA+V+Ind+3Sg+LU
Qaqortormioqarusuppoq	Qaqortoq+Sem/Geo+Prop+MIU+QAR+Sem/have+Gram/IV+GUSUP+Sem/wish+V+Ind+3Sg
Qaqortormioqarusupporli	Qaqortoq+Sem/Geo+Prop+MIU+QAR+Sem/have+Gram/IV+GUSUP+Sem/wish+V+Ind+3Sg+LI
Qaqortormioqarusupporlu	Qaqortoq+Sem/Geo+Prop+MIU+QAR+Sem/have+Gram/IV+GUSUP+Sem/wish+V+Ind+3Sg+LU
Qaqortormioqarusunngilaq	Qaqortoq+Sem/Geo+Prop+MIU+QAR+Sem/have+Gram/IV+GUSUP+Sem/wish+NNGIT+V+Ind+3Sg
Qaqortormioqarusunngilarli	Qaqortoq+Sem/Geo+Prop+MIU+QAR+Sem/have+Gram/IV+GUSUP+Sem/wish+NNGIT+V+Ind+3Sg+LI
Qaqortormioqarusunngilarlu	Qaqortoq+Sem/Geo+Prop+MIU+QAR+Sem/have+Gram/IV+GUSUP+Sem/wish+NNGIT+V+Ind+3Sg+LU
Qaqortormioqassanngilaq	Qaqortoq+Sem/Geo+Prop+MIU+QAR+Sem/have+Gram/IV+SSA+NNGIT+V+Ind+3Sg
Qaqortormioqassanngilarli	Qaqortoq+Sem/Geo+Prop+MIU+QAR+Sem/have+Gram/IV+SSA+NNGIT+V+Ind+3Sg+LI
Qaqortormioqassanngilarlu	Qaqortoq+Sem/Geo+Prop+MIU+QAR+Sem/have+Gram/IV+SSA+NNGIT+V+Ind+3Sg+LU
Qaqortormioqassaaq	Qaqortoq+Sem/Geo+Prop+MIU+QAR+Sem/have+Gram/IV+SSA+V+Ind+3Sg
Qaqortormioqassaarli	Qaqortoq+Sem/Geo+Prop+MIU+QAR+Sem/have+Gram/IV+SSA+V+Ind+3Sg+LI
Qaqortormioqassaarlu	Qaqortoq+Sem/Geo+Prop+MIU+QAR+Sem/have+Gram/IV+SSA+V+Ind+3Sg+LU
Qaqortormioqanngilaq	Qaqortoq+Sem/Geo+Prop+MIU+QAR+Sem/have+Gram/IV+NNGIT+V+Ind+3Sg
Qaqortormioqanngilarli	Qaqortoq+Sem/Geo+Prop+MIU+QAR+Sem/have+Gram/IV+NNGIT+V+Ind+3Sg+LI
Qaqortormioqanngilarlu	Qaqortoq+Sem/Geo+Prop+MIU+QAR+Sem/have+Gram/IV+NNGIT+V+Ind+3Sg+LU
Qaqortormioorusussavilli	Qaqortoq+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+SSA+V+Int+2Sg+LI
Qaqortormioorusussavillu	Qaqortoq+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+SSA+V+Int+2Sg+LU
Qaqortormioorusussavit	Qaqortoq+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+SSA+V+Int+2Sg
Qaqortormioorusussanngilaq	Qaqortoq+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+SSA+NNGIT+V+Ind+3Sg
Qaqortormioorusussanngilarli	Qaqortoq+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+SSA+NNGIT+V+Ind+3Sg+LI
Qaqortormioorusussanngilarlu	Qaqortoq+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+SSA+NNGIT+V+Ind+3Sg+LU
Qaqortormioorusussanngilanga	Qaqortoq+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+SSA+NNGIT+V+Ind+1Sg
Qaqortormioorusussanngilangali	Qaqortoq+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+SSA+NNGIT+V+Ind+1Sg+LI
Qaqortormioorusussanngilangalu	Qaqortoq+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+SSA+NNGIT+V+Ind+1Sg+LU
Qaqortormioorusussanngilatilli	Qaqortoq+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+SSA+NNGIT+V+Int+2Sg+LI
Qaqortormioorusussanngilatillu	Qaqortoq+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+SSA+NNGIT+V+Int+2Sg+LU
Qaqortormioorusussanngilatit	Qaqortoq+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+SSA+NNGIT+V+Int+2Sg
Qaqortormioorusussaaq	Qaqortoq+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+SSA+V+Ind+3Sg
Qaqortormioorusussaarli	Qaqortoq+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+SSA+V+Ind+3Sg+LI
Qaqortormioorusussaarlu	Qaqortoq+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+SSA+V+Ind+3Sg+LU
Qaqortormioorusussaanga	Qaqortoq+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+SSA+V+Ind+1Sg
Qaqortormioorusussaangali	Qaqortoq+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+SSA+V+Ind+1Sg+LI
Qaqortormioorusussaangalu	Qaqortoq+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+SSA+V+Ind+1Sg+LU
Qaqortormioorusuppilli	Qaqortoq+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+V+Int+2Sg+LI
Qaqortormioorusuppillu	Qaqortoq+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+V+Int+2Sg+LU
Qaqortormioorusuppit	Qaqortoq+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+V+Int+2Sg
Qaqortormioorusuppoq	Qaqortoq+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+V+Ind+3Sg
Qaqortormioorusupporli	Qaqortoq+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+V+Ind+3Sg+LI
Qaqortormioorusupporlu	Qaqortoq+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+V+Ind+3Sg+LU
Qaqortormioorusuppunga	Qaqortoq+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+V+Ind+1Sg
Qaqortormioorusuppungali	Qaqortoq+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+V+Ind+1Sg+LI
Qaqortormioorusuppungalu	Qaqortoq+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+V+Ind+1Sg+LU
Qaqortormioorusunngilaq	Qaqortoq+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+NNGIT+V+Ind+3Sg
Qaqortormioorusunngilarli	Qaqortoq+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+NNGIT+V+Ind+3Sg+LI
Qaqortormioorusunngilarlu	Qaqortoq+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+NNGIT+V+Ind+3Sg+LU
Qaqortormioorusunngilanga	Qaqortoq+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+NNGIT+V+Ind+1Sg
Qaqortormioorusunngilangali	Qaqortoq+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+NNGIT+V+Ind+1Sg+LI
Qaqortormioorusunngilangalu	Qaqortoq+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+NNGIT+V+Ind+1Sg+LU
Qaqortormioorusunngilatilli	Qaqortoq+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+NNGIT+V+Int+2Sg+LI
Qaqortormioorusunngilatillu	Qaqortoq+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+NNGIT+V+Int+2Sg+LU
Qaqortormioorusunngilatit	Qaqortoq+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+NNGIT+V+Int+2Sg
Qaqortorli	Qaqortoq+Sem/Geo+Prop+Abs+Sg+LI
Qaqortorlu	Qaqortoq+Sem/Geo+Prop+Abs+Sg+LU
Qaqortoq	Qaqortoq+Sem/Geo+Prop+Abs+Sg
Qaanaarmiuuvunga	Qaanaaq+Sem/Geo+Prop+MIU+U+Sem/be_copula+V+Ind+1Sg
Qaanaarmiuuvungali	Qaanaaq+Sem/Geo+Prop+MIU+U+Sem/be_copula+V+Ind+1Sg+LI
Qaanaarmiuuvungalu	Qaanaaq+Sem/Geo+Prop+MIU+U+Sem/be_copula+V+Ind+1Sg+LU
Qaanaarmiuuvoq	Qaanaaq+Sem/Geo+Prop+MIU+U+Sem/be_copula+V+Ind+3Sg
Qaanaarmiuuvorli	Qaanaaq+Sem/Geo+Prop+MIU+U+Sem/be_copula+V+Ind+3Sg+LI
Qaanaarmiuuvorlu	Qaanaaq+Sem/Geo+Prop+MIU+U+Sem/be_copula+V+Ind+3Sg+LU
Qaanaarmiuussavilli	Qaanaaq+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+SSA+V+Int+2Sg+LI
Qaanaarmiuussavillu	Qaanaaq+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+SSA+V+Int+2Sg+LU
Qaanaarmiuussavit	Qaanaaq+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+SSA+V+Int+2Sg
Qaanaarmiuussanngilaq	Qaanaaq+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+SSA+NNGIT+V+Ind+3Sg
Qaanaarmiuussanngilarli	Qaanaaq+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+SSA+NNGIT+V+Ind+3Sg+LI
Qaanaarmiuussanngilarlu	Qaanaaq+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+SSA+NNGIT+V+Ind+3Sg+LU
Qaanaarmiuussanngilanga	Qaanaaq+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+SSA+NNGIT+V+Ind+1Sg
Qaanaarmiuussanngilangali	Qaanaaq+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+SSA+NNGIT+V+Ind+1Sg+LI
Qaanaarmiuussanngilangalu	Qaanaaq+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+SSA+NNGIT+V+Ind+1Sg+LU
Qaanaarmiuussanngilatilli	Qaanaaq+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+SSA+NNGIT+V+Int+2Sg+LI
Qaanaarmiuussanngilatillu	Qaanaaq+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+SSA+NNGIT+V+Int+2Sg+LU
